AverageTime,minimum,maximum,imagesize,vmType,noVMreq,CPUUtilization,MemoryUtilization,NetworkUtil
11.67,9.35,13.54,12.7,1,12,28.4445,62.11117834,0.0016256
12.98,10.18,14.52,12.7,2,12,99.4045,70.22539434,20.4377296
76.24,76.24,76.24,572.49,3,3,28.2708,19.24727979,96.0784528
108.79,108.79,108.79,894.56,4,4,30.264,32.7746556,0.0022144
6.26,6.26,6.26,12.7,1,2,75.2354,22.17154791,0.0016576
12.35666667,8.96,15.77,12.7,2,12,53.7469,6.554857308,20.4956784
75.86,75.86,75.86,572.49,3,2,98.0197,40.66152613,95.5411432
106.42,106.42,106.42,894.56,4,4,100.0938,46.43723309,0.002268
21.402,18.16,24.36,12.7,1,20,99.9917,31.92043696,0.0020472
6.21,6.21,6.21,12.7,2,3,98.5591,22.1276289,21.2348616
74.855,73.06,76.65,572.49,3,9,98.3215,19.83301425,95.567532
101.76,101.76,101.76,894.56,4,4,1.3375,5.960265227,0.003496
11.56666667,10.64,13.13,12.7,1,11,30.1601,42.88493538,0.0016656
16.57666667,15.58,17.38,12.7,2,15,99.3419,62.87310555,21.9867248
78.38,78.38,78.38,572.49,3,5,30.0441,69.21752066,96.4875128
106.8,106.8,106.8,894.56,4,4,29.2649,46.13922352,0.0030456
6.76,6.76,6.76,12.7,1,5,100.1395,49.90508818,0.00172
6.69,6.69,6.69,12.7,2,4,72.0149,6.592428362,20.4578024
108.27,108.27,108.27,894.56,4,5,99.9958,35.17991664,0.0018528
10.16,10.16,10.16,12.7,1,2,99.9938,31.90833155,0.001864
9.503333333,8.11,10.59,12.7,2,12,100.5251,50.54094199,21.3350632
103.66,103.66,103.66,894.56,4,4,0.1793,5.938637881,0.00188
8.44,8.44,8.44,12.7,1,2,28.8969,14.44357317,0.001732
5.96,5.96,5.96,12.7,2,6,99.9916,29.32828023,22.0342872
75.5,75.5,75.5,572.49,3,2,30.9626,6.709152058,97.6340216
15.01666667,10.85,19.04,12.7,1,14,100.1582,64.29273535,0.00132
13.04333333,11.33,14.8,12.7,2,15,37.6781,8.073175719,0.0017
75.96,75.96,75.96,572.49,3,3,56.1707,69.1591096,0.0114016
108.68,108.68,108.68,894.56,4,5,54.9344,30.86379718,0.0022232
12.235,11.14,13.33,12.7,1,9,98.2135,66.93383041,36.65698
7.06,7.06,7.06,12.7,2,4,44.9567,6.599809709,0.0023496
74.77,74.77,74.77,572.49,3,3,99.9895,45.04023941,0.0024736
107.77,107.77,107.77,894.56,4,5,100.1519,67.00255075,0.0022448
16.49,13.96,18.73,12.7,1,14,98.6632,54.10121155,36.2582464
7.27,7.27,7.27,12.7,2,5,99.1269,52.67198599,0.002064
83.85,82.23,84.88,572.49,3,10,99.9979,51.59266087,0.0030432
102.7,102.7,102.7,894.56,4,2,2.4822,5.383880467,0.0025544
9.09,9.09,9.09,12.7,1,7,49.7791,12.03914869,35.734236
7.945,6.29,9.6,12.7,2,7,88.0148,12.62106946,0.0024176
76.7,76.7,76.7,572.49,3,5,54.7415,6.804174594,0.0043832
106.5,106.5,106.5,894.56,4,2,54.1684,34.69341207,0.0023816
7.98,7.98,7.98,12.7,1,7,98.1592,37.86340523,35.2997176
14.09333333,11.98,15.56,12.7,2,11,44.9082,6.01235293,0.0023824
77.46,77.46,77.46,572.49,3,6,99.9687,45.75829682,0.0084848
104.97,104.97,104.97,894.56,4,2,99.9876,44.33999565,0.0023064
5.64,5.64,5.64,12.7,1,2,98.2883,41.1278058,36.2172728
12.13,11.97,12.29,12.7,2,11,100.0212,68.67171928,0.0022656
72.68,72.68,72.68,572.49,3,4,99.9854,71.68786056,0.0052104
101.26,101.26,101.26,894.56,4,5,0.932,5.396527175,0.0017456
19.89666667,17.75,22.77,12.7,1,14,43.3113,18.4339292,35.239648
15.61666667,14.16,17.13,12.7,2,12,79.2267,20.23465793,0.00244
75.38,75.38,75.38,572.49,3,4,35.7758,11.03459662,0.011864
109.48,109.48,109.48,894.56,4,3,55.3658,48.04740006,0.0029456
16.216,11.41,25.66,12.7,1,20,98.6485,52.67858,36.6016776
6.06,6.06,6.06,12.7,2,2,49.1585,8.431638519,0.0079496
82.96,81.2,84.72,572.49,3,10,99.9917,51.58904401,0.0043544
103.92,103.92,103.92,894.56,4,2,99.9419,70.41789986,0.005908
17.068,12.92,22.96,12.7,1,19,98.3258,70.35978406,36.4165952
5.43,5.43,5.43,12.7,2,3,91.7598,21.50095256,0.007364
74.21,74.21,74.21,572.49,3,5,88.0566,19.21354703,0.003304
17.565,10.02,23.43,12.7,1,17,58.0935,41.53134403,36.2559
13.16,8.71,16.06,12.7,2,12,98.7655,53.35040557,0.0058864
74.79,74.79,74.79,572.49,3,6,56.1118,20.69185855,0.0051272
16.85333333,15.66,18.37,12.7,1,14,97.1201,28.22302198,36.163952
8.17,8.17,8.17,12.7,2,3,46.4094,7.257610722,0.0040008
75.28,75.28,75.28,572.49,3,4,99.9251,35.35411642,0.0026592
106.14,106.14,106.14,894.56,4,3,99.9854,28.21576365,0.0022208
13.04,11.17,14.65,12.7,1,11,39.4319,12.1005861,35.9049272
13.24,12.6,13.65,12.7,2,9,99.4501,36.61844269,0.0024328
74.78,74.78,74.78,572.49,3,4,99.9584,36.92134855,0.0112112
104.29,104.29,104.29,894.56,4,2,0.9976,5.456635941,0.0026984
14.38333333,11.17,18.61,12.7,1,11,13.9287,8.767391375,35.705196
8.615,7.14,10.09,12.7,2,9,28.9333,10.5477722,0.0035264
97.465,97.45,97.48,572.49,3,9,55.093,41.64501677,0.007948
109.38,109.38,109.38,894.56,4,5,56.442,36.22398352,0.0062944
5.83,5.83,5.83,12.7,1,5,89.2575,18.51573912,35.5264928
6.82,6.82,6.82,12.7,2,2,39.3289,6.065818484,0.0023816
74.88,74.88,74.88,572.49,3,4,99.9896,35.462573,0.0024856
102.94,102.94,102.94,894.56,4,5,38.4091,12.06397462,0.002308
6.78,6.78,6.78,12.7,1,5,98.4841,67.10502844,35.5443104
5.97,5.97,5.97,12.7,2,3,99.986,57.96820067,0.0022888
91.81,89.46,93.34,572.49,3,10,99.9833,58.08681891,0.0022536
102.88,102.88,102.88,894.56,4,3,2.2769,5.520213941,0.002696
6.19,6.19,6.19,12.7,2,5,98.9653,46.37355667,0.0059024
74.31,74.31,74.31,572.49,3,4,48.8581,12.94732499,0.0035128
108.52,108.52,108.52,894.56,4,5,55.2085,36.79146146,0.002308
7.48,7.48,7.48,12.7,1,6,99.7522,31.47445599,36.41366
7.795,7.02,8.57,12.7,2,8,44.1109,6.12910123,0.0021864
72.16,72.16,72.16,572.49,3,3,38.6174,10.31929491,0.0050616
7.33,7.33,7.33,12.7,1,3,52.9124,8.889380432,35.8723008
80.475,78.36,82.59,572.49,3,9,99.9958,18.65608313,0.0019104
103.15,103.15,103.15,894.56,4,5,1.6223,9.510176294,0.0023696
10.83,10.83,10.83,12.7,1,2,55.561,50.29693928,35.1079888
6.51,6.51,6.51,12.7,2,4,99.9917,64.50352201,0.0023728
109.06,109.06,109.06,894.56,4,3,54.2556,5.547205065,0.00178
7.3,7.3,7.3,12.7,1,4,78.1266,12.15274762,35.8117384
6.57,6.57,6.57,12.7,2,4,33.8402,6.123368384,0.0023344
76.71,76.71,76.71,572.49,3,6,99.9626,19.34259758,0.002388
105.5,105.5,105.5,894.56,4,2,99.9958,44.59521802,0.0022856
14.18,14.1,14.23,12.7,1,11,98.6465,28.35497585,36.2616488
6.48,6.48,6.48,12.7,2,5,99.5359,52.78806997,0.0027864
76.755,75.92,77.59,572.49,3,7,99.9854,51.69063595,0.0033872
9.87,9.87,9.87,12.7,1,2,55.2778,28.29309556,35.6495968
6.96,6.96,6.96,12.7,2,2,99.9771,28.88126587,0.0024552
78.93,78.93,78.93,572.49,3,6,41.7575,6.253206272,0.002452
105.22,105.22,105.22,894.56,4,3,41.8579,7.553307471,0.0022656
10.265,9.31,11.22,12.7,1,9,98.0655,54.25708099,35.7008024
6.16,6.16,6.16,12.7,2,3,46.7151,6.772090341,0.0025184
105.41,105.41,105.41,894.56,4,2,99.9251,63.91220233,0.0017296
12.27,7.94,17.69,12.7,1,17,98.1924,67.20935148,35.3641128
13.58666667,10.74,16.67,12.7,2,11,98.6755,27.4892423,0.0059688
103.94,103.94,103.94,894.56,4,2,0.1917,5.534263104,0.0016768
14.81,13.26,16.48,12.7,1,14,56.0758,15.46205139,35.3543344
11.13333333,10.74,11.59,12.7,2,10,99.0753,17.24240761,0.0039024
92.69,91.57,93.81,572.49,3,8,56.195,69.40978014,0.0098872
108.62,108.62,108.62,894.56,4,3,56.6136,47.56734187,0.0035
8.95,7.73,10.17,12.7,2,8,44.7256,7.398373004,0.0026968
73.29,73.29,73.29,572.49,3,3,100.0917,62.2375716,0.0051152
101.32,101.32,101.32,894.56,4,2,51.1477,15.36415013,0.002312
12.61,9.67,17.45,12.7,1,12,38.3398,12.07566176,35.9069512
5.99,5.99,5.99,12.7,2,3,65.9822,14.04805601,0.0024392
75.82,75.82,75.82,572.49,3,4,57.3203,70.53226153,0.0025504
13.29666667,10.73,15.79,12.7,1,12,75.152,17.79170283,0.0013264
8.07,8.07,8.07,12.7,2,6,22.3985,7.077825721,0.0025088
84.165,83.62,84.71,572.49,3,7,100.1312,41.76629229,0.0032936
105.47,105.47,105.47,894.56,4,3,99.8647,44.36536288,0.0023472
16.524,10.27,24.02,12.7,1,18,98.4403,63.82301105,65.9822272
8.64,7.58,9.7,12.7,2,9,98.361,34.36988765,0.0053728
73.11,73.11,73.11,572.49,3,3,99.975,32.8360438,0.0083312
22.402,13.35,27.03,12.7,1,20,76.124,44.96010259,68.1685832
75.1,75.1,75.1,572.49,3,2,75.9007,48.05155821,0.00208
108.25,108.25,108.25,894.56,4,3,77.0924,42.16749309,0.0022744
20.40666667,18.02,21.85,12.7,1,15,51.4956,11.99707502,67.5871912
9.125,6.57,11.68,12.7,2,9,16.3733,7.198904411,0.0028992
93.61333333,92.37,95.34,572.49,3,10,100.2083,65.19980444,0.0072936
108.13,108.13,108.13,894.56,4,4,99.9293,28.21797806,0.008148
7.81,5.39,10.23,12.7,1,9,98.053,21.80786896,67.45194
12.50333333,9.44,14.73,12.7,2,12,64.4191,10.03634329,0.002344
72.82,72.82,72.82,572.49,3,5,64.1858,10.96538419,0.0092
107.08,107.08,107.08,894.56,4,5,0.8598,5.422730956,0.002444
20.26,18.96,22.56,12.7,1,14,76.0535,39.8326009,66.3564144
14.25666667,12.12,15.66,12.7,2,12,99.3129,52.7054727,0.0023864
75.81,75.81,75.81,572.49,3,5,77.2264,34.06572696,0.0106184
107.22,107.22,107.22,894.56,4,5,74.7051,36.82032252,0.0022184
9.87,9.87,9.87,12.7,1,2,98.0883,28.17770051,64.922072
11.225,10.37,12.08,12.7,2,9,26.5525,6.04364984,0.0022
75.29,75.29,75.29,572.49,3,3,99.9541,61.81181552,0.0046352
102.39,102.39,102.39,894.56,4,2,76.0175,15.29670922,0.002284
10.805,10.1,11.51,12.7,1,9,90.4836,21.72054763,65.3385048
5.53,5.53,5.53,12.7,2,2,100.283,52.08561181,0.0023488
102.4,102.4,102.4,894.56,4,5,0.1793,5.426913719,0.0017344
8.14,8.14,8.14,12.7,1,7,74.7802,50.59608065,67.1015488
9.02,8.89,9.15,12.7,2,10,99.9938,51.50802143,0.0023536
76.03,76.03,76.03,572.49,3,2,75.6479,44.94622566,0.0056464
110.12,110.12,110.12,894.56,4,4,75.5426,56.52679589,0.0022992
16.02333333,12.97,19.83,12.7,1,13,98.103,41.17293044,64.824812
15.15,12.48,16.53,12.7,2,12,25.3599,7.262630038,0.0026856
73.46,73.46,73.46,572.49,3,2,99.9188,30.30687457,0.0110336
15.685,11.58,20.22,12.7,1,17,97.0042,54.09651209,66.297868
7.875,7.58,8.17,12.7,2,7,98.5152,24.20363266,0.0052328
72.51,72.51,72.51,572.49,3,2,100.0104,23.27601882,0.0079216
104.21,104.21,104.21,894.56,4,3,0.9514,5.455996225,0.00268
21.188,17.2,24.79,12.7,1,20,74.8663,35.39803543,66.486056
76.95,75.32,78.58,572.49,3,9,28.3629,12.00989396,0.0019096
101.48,101.48,101.48,894.56,4,3,40.0727,12.22373157,0.0076136
15.0975,6.94,23.48,12.7,1,17,49.0192,15.40297601,66.6562848
7.295,6.92,7.67,12.7,2,10,18.1821,8.000124991,0.0057312
72.26,72.26,72.26,572.49,3,2,100.0625,54.92083629,0.0086288
108.57,108.57,108.57,894.56,4,5,88.1293,18.71055747,0.0022968
15.35333333,13.99,16.14,12.7,1,12,98.1633,38.11838155,67.5054176
6.27,6.27,6.27,12.7,2,6,100.1085,56.13209068,0.002396
72.24,72.24,72.24,572.49,3,4,99.9896,55.02336319,0.0042976
101.56,101.56,101.56,894.56,4,4,0.8475,5.698104396,0.002268
11.72,6.19,15.74,12.7,1,12,31.1041,9.014445049,65.9053968
5.37,5.37,5.37,12.7,2,6,40.0736,10.81227046,0.002292
104.07,104.07,104.07,894.56,4,4,46.8029,9.112198684,0.0017552
11.685,9.55,13.82,12.7,1,9,98.0301,28.56805073,64.66562
8.945,6.63,11.26,12.7,2,9,25.9348,6.910835054,0.0022176
81.595,79.45,83.74,572.49,3,8,100.0104,68.71824637,0.0067408
105.84,105.84,105.84,894.56,4,4,99.9751,44.70869392,0.002312
13.98666667,13.13,14.53,12.7,1,12,98.095,47.88742167,66.4274896
6.89,6.89,6.89,12.7,2,6,90.2318,14.17762325,0.0023416
72.1,72.1,72.1,572.49,3,3,87.9112,13.07753194,0.0048544
16.7,8.37,20.81,12.7,1,20,77.2198,28.48230408,66.8921544
13.39666667,6.6,17.21,12.7,2,11,98.1737,31.51950681,0.0065344
75.38,75.38,75.38,572.49,3,5,69.6109,27.35704238,0.0116568
106.49,106.49,106.49,894.56,4,2,75.7313,45.08691413,0.003704
5.89,5.89,5.89,12.7,1,5,75.9831,21.96462416,66.2904488
6.69,6.69,6.69,12.7,2,4,19.3893,6.331522361,0.0019704
87.345,83.1,91.59,572.49,3,9,88.1802,25.92149347,0.0029792
107.21,107.21,107.21,894.56,4,4,99.9834,22.06114757,0.0019552
17.154,12.81,20.33,12.7,1,18,98.3113,38.27358666,66.367276
9.625,6.66,12.59,12.7,2,8,98.314,44.42461049,0.0084448
106.97,106.97,106.97,894.56,4,2,0.1876,5.712178164,0.0016952
13.344,7.04,18.81,12.7,1,19,76.2539,43.00963094,66.1164576
6.99,6.45,7.53,12.7,2,9,98.2091,50.92258222,0.0066224
74.9,74.9,74.9,572.49,3,2,77.0349,55.07522946,0.008296
103.92,103.92,103.92,894.56,4,5,59.2205,12.39141116,0.0021936
17.77666667,15.96,20.05,12.7,2,15,25.2041,6.358292045,0.0022984
77.2,77.2,77.2,572.49,3,4,99.8834,59.18922304,0.0119392
102.33,102.33,102.33,894.56,4,5,63.4472,9.137688935,0.0021208
17.626,13.91,21.23,12.7,1,20,97.9844,57.63719648,65.5143232
14.53333333,12.37,17.81,12.7,2,13,98.3676,63.88491595,0.0058488
78.31,75.93,80.69,572.49,3,8,99.5691,63.07154075,0.013788
106.83,106.83,106.83,894.56,4,4,0.9814,5.7677351,0.006412
16.72,14.77,19.09,12.7,1,15,76.4876,34.94499297,66.1215176
11.59333333,8.37,13.72,12.7,2,11,99.0754,36.73334565,0.003852
88.685,86.97,90.4,572.49,3,10,68.9384,27.37155903,0.0108544
11.68333333,7.84,14.82,12.7,1,13,98.0261,58.10069584,66.3088968
9.485,9.19,9.78,12.7,2,9,26.0113,7.537142321,0.0037928
74.08,74.08,74.08,572.49,3,6,88.4057,17.05969467,0.008832
106.91,106.91,106.91,894.56,4,4,99.9896,51.16449356,0.0022624
11.74,7.55,15.98,12.7,1,16,78.0963,41.88776466,66.133616
75.12,75.12,75.12,572.49,3,2,76.6095,25.26989279,0.0018016
107.67,107.67,107.67,894.56,4,3,67.431,18.84979427,0.0021888
12.78333333,6.37,17.89,12.7,1,11,98.2572,41.4594005,66.4871064
10.385,9.59,11.18,12.7,2,8,99.6482,33.63123628,0.0024224
72.72,72.72,72.72,572.49,3,5,99.9959,33.20565244,0.0049104
105.56,105.56,105.56,894.56,4,3,1.0501,5.770761452,0.002384
8.73,8.73,8.73,12.7,1,5,76.3495,25.34159027,67.40988
7.36,5.66,9.06,12.7,2,8,99.7897,25.93379572,0.0022584
105.9,105.9,105.9,894.56,4,3,76.6558,31.84389239,0.0017816
12.915,9.88,15.09,12.7,1,16,97.9115,44.75285898,66.8051944
7.825,7.2,8.45,12.7,2,8,27.7638,8.124918959,0.00454
74.4,74.4,74.4,572.49,3,4,100.1104,65.638035,0.00816
10.305,9.67,10.94,12.7,1,9,97.9741,67.46021885,64.2532128
10.01333333,9.88,10.22,12.7,2,10,100.0706,55.63508,0.0021216
102.78,102.78,102.78,894.56,4,3,2.6247,5.793938881,0.0023016
11.148,8.18,15.53,12.7,1,7,99.9937,30.94617301,0.0022856
73.46,73.46,73.46,572.49,3,5,99.5212,60.01123441,0.007988
104.43,104.43,104.43,894.56,4,4,99.9896,44.97875279,0.0040936
18.47,15.08,21.24,12.7,1,14,5.4891,5.968581544,0.0018216
72.72,72.72,72.72,572.49,3,6,69.7537,5.963316183,0.0010744
108,108,108,894.56,4,5,1.113,5.95310532,0.0023168
10.72,10.51,10.93,12.7,1,9,83.1074,71.57620539,0.0015944
14.63,11.25,18.18,12.7,2,12,99.6981,65.54264339,0.0024584
75.31,75.31,75.31,572.49,3,2,99.7418,43.26108881,0.0095616
107.48,107.48,107.48,894.56,4,4,99.9956,32.04933987,0.0022696
16.934,9.05,26.06,12.7,1,19,99.9917,19.05629975,0.0016264
13.55333333,10.7,16.71,12.7,2,12,12.6774,30.08631993,0.0069816
105.19,105.19,105.19,894.56,4,2,87.5965,19.03240879,0.0017016
12.18333333,8.98,14.71,12.7,1,13,94.0004,6.019365209,0.001672
72.95,72.95,72.95,572.49,3,5,47.1655,9.370521214,0.001712
101.86,101.86,101.86,894.56,4,4,1.0743,5.974683457,0.0023256
17.72,11.47,26.65,12.7,1,20,99.754,68.21311621,0.0016872
13.725,9.89,16.67,12.7,2,15,98.3324,70.68143855,0.0063232
95.62,94.97,96.27,572.49,3,10,99.0924,56.79249976,0.0067456
106.57,106.57,106.57,894.56,4,5,99.8285,44.98468248,0.0077328
15.904,6.91,20.02,12.7,1,20,62.7388,19.0089361,0.0016576
75.82,75.82,75.82,572.49,3,5,100.0937,41.78117801,0.001916
105.96,105.96,105.96,894.56,4,4,99.9147,70.72235581,0.001948
18.474,16.38,20.28,12.7,1,19,92.0012,6.047758789,0.0018328
16.7725,6.15,21.56,12.7,2,15,81.5719,15.64702794,0.0065976
71.27,71.27,71.27,572.49,3,5,72.3459,8.846716248,0.0058776
101.22,101.22,101.22,894.56,4,2,0.7045,6.031347595,0.0038392
7.2,7.2,7.2,12.7,1,3,99.9956,25.54802193,0.0016368
6.48,6.48,6.48,12.7,2,4,99.975,26.17568245,0.0021776
74.5,74.5,74.5,572.49,3,3,99.892,19.92065544,0.0021632
17.42,16.77,18.22,12.7,1,13,99.9897,54.64620098,0.0016936
8.585,7.25,9.92,12.7,2,9,10.7225,43.14601362,0.0034088
79.455,78,80.91,572.49,3,6,99.9916,52.98967916,0.0075488
106.43,106.43,106.43,894.56,4,3,89.2188,22.32215199,0.0025656
6.39,6.39,6.39,12.7,1,3,92.886,6.068131306,0.001872
6.28,6.28,6.28,12.7,2,4,99.9604,29.34282148,0.00212
73.29,73.29,73.29,572.49,3,3,93.0654,29.52090877,0.0024048
16.3775,5.89,20.4,12.7,1,16,99.5877,78.92256451,0.0017584
5.55,5.55,5.55,12.7,2,2,98.607,73.24291348,0.0057608
79.535,78.94,80.13,572.49,3,9,99.9687,45.82524563,0.0021336
9.5,8.82,10.18,12.7,1,9,99.9938,70.9760773,0.001532
10.205,9.8,10.61,12.7,2,10,7.7678,20.30945558,0.0023824
73.23,73.23,73.23,572.49,3,6,76.5898,20.51448479,0.0069376
102.25,102.25,102.25,894.56,4,4,63.8429,15.91939963,0.002364
8.17,8.17,8.17,12.7,1,7,92.0823,6.13414515,0.0018664
14.85666667,13.86,15.49,12.7,2,12,99.9896,23.0386101,0.0021464
75.57,75.57,75.57,572.49,3,4,94.0848,7.511971929,0.0074232
10.776,7.85,14.69,12.7,1,18,99.1417,69.44107705,0.001764
11.0175,6.59,17.09,12.7,2,14,98.5488,70.84190902,0.0089144
83.345,81.95,84.74,572.49,3,9,89.9083,15.59609665,0.0156656
7.84,7.84,7.84,12.7,1,7,99.9917,54.82987349,0.0016648
11.32,9.86,12.45,12.7,2,11,9.4439,23.05354503,0.0021344
74.92,74.92,74.92,572.49,3,1,99.975,23.9303752,0.0083584
104.82,104.82,104.82,894.56,4,3,99.9917,54.82741304,0.0022744
15.48666667,13.95,16.97,12.7,1,13,99.6519,38.53058055,0.0016048
17.04666667,15.46,20.03,12.7,2,13,98.9942,40.59642265,0.0032864
106.16,106.16,106.16,894.56,4,4,99.5269,68.19527796,0.005836
8.38,8.38,8.38,12.7,1,2,99.9896,32.14564184,0.0016024
13.00333333,11.41,14.55,12.7,2,11,7.5978,42.10165148,0.0022928
81.75,80.8,82.7,572.49,3,7,99.8271,58.17303304,0.0079288
8.51,8.51,8.51,12.7,1,4,92.4383,6.155034361,0.0018944
8.72,8.72,8.72,12.7,2,7,99.9834,35.95471199,0.0021336
79.6,77.92,81.28,572.49,3,10,91.099,36.08863423,0.0022232
106.5,106.5,106.5,894.56,4,2,1.7005,6.150408717,0.0022984
18.57666667,14.35,24.64,12.7,1,15,99.9957,25.70593354,0.0016616
10.41,10.41,10.41,12.7,1,3,99.9917,35.30830286,0.0015496
83.48,81.48,84.73,572.49,3,9,75.1305,12.77189498,0.0017608
106.1,106.1,106.1,894.56,4,3,99.8023,67.77508249,0.0026032
16.05666667,14.57,18.01,12.7,1,13,92.6431,6.186208249,0.001808
8.91,8.05,9.77,12.7,2,8,99.1858,27.45905259,0.0033248
76.655,74.76,78.55,572.49,3,7,91.2311,7.595774819,0.0056008
106.92,106.92,106.92,894.56,4,3,1.6812,6.158183736,0.00234
14.93333333,11.25,17.38,12.7,1,13,99.9898,28.85575102,0.0017448
6.395,5.75,7.04,12.7,2,7,99.0712,30.70450771,0.0030648
78.07,78.07,78.07,572.49,3,4,99.9681,40.08378813,0.0052872
108.06,108.06,108.06,894.56,4,4,99.8313,16.04891766,0.0021784
15.70666667,6.63,20.92,12.7,1,15,99.8126,67.76009836,0.0017344
8.22,6.87,9.57,12.7,2,8,11.6272,26.46114373,0.0042048
16.4675,11.25,21.57,12.7,1,16,69.4989,6.048742969,0.0017984
84.95,83.01,86.89,572.49,3,9,91.0304,6.18857028,0.0013816
105.6,105.6,105.6,894.56,4,5,1.7076,6.163547515,0.0024232
11.09,8.01,13.47,12.7,2,11,99.9917,51.62474513,0.0016392
79.195,79.06,79.33,572.49,3,10,99.9167,30.04498439,0.0071464
105.68,105.68,105.68,894.56,4,3,99.9972,45.07822874,0.0024608
13.06,5.35,18.03,12.7,1,14,99.9938,28.93153284,0.0016752
72.99,72.99,72.99,572.49,3,1,99.9937,19.30352565,0.001816
9.45,9.45,9.45,12.7,1,7,91.5162,6.182000881,0.0017088
8.34,8.34,8.34,12.7,2,6,99.9647,52.19337947,0.0023672
73.17,73.17,73.17,572.49,3,2,91.966,52.34287635,0.0021456
105.65,105.65,105.65,894.56,4,4,0.8488,6.152204845,0.0024
7.97,7.97,7.97,12.7,1,4,87.607,16.02020422,0.0017496
12.59,10.97,14.4,12.7,2,11,87.8522,16.65199829,0.0021872
79.53,79.53,79.53,572.49,3,6,100.0335,23.68816861,0.005728
105.96,105.96,105.96,894.56,4,2,99.9456,38.73807021,0.0023184
10.905,10.05,11.76,12.7,1,8,99.9896,25.68524117,0.0016848
6.22,6.22,6.22,12.7,2,6,9.6357,23.70908243,0.0022792
77.73,77.73,77.73,572.49,3,5,99.9896,23.19880993,0.0023536
108.89,108.89,108.89,894.56,4,5,99.9459,68.53504134,0.0022472
16.66,14.42,19.5,12.7,1,15,92.7195,6.186921779,0.0018536
9.48,9.14,9.82,12.7,2,9,99.2881,69.47330893,0.0031384
7.25,7.25,7.25,12.7,1,5,50.3086,12.6070203,0.00172
12.92,9.91,17.31,12.7,2,13,50.9756,13.37677174,0.0020976
82.885,82.18,83.59,572.49,3,8,99.7744,44.06164507,0.0138904
105.33,105.33,105.33,894.56,4,4,99.7567,51.66005257,0.0024768
10.12,10.12,10.12,12.7,2,4,96.3136,67.40872165,53.2428336
74.3,74.3,74.3,572.49,3,5,98.6032,67.56535383,48.9876032
102.29,102.29,102.29,894.56,4,3,100.152,57.29664574,0.002268
18.976,8.67,27.09,12.7,1,18,5.4359,8.664470798,0.0016832
9.59,7.26,11.92,12.7,2,11,43.934,11.68294951,51.8748864
71.91,71.91,71.91,572.49,3,3,4.308,6.850480243,49.8922288
8.586666667,6.71,12.25,12.7,2,12,99.7397,5.259923052,50.687996
75.64,75.64,75.64,572.49,3,4,98.709,43.26239285,49.4859216
100.8,100.8,100.8,894.56,4,4,38.4901,11.88957801,0.0021696
10.91,10.91,10.91,12.7,1,5,99.9896,54.06622397,0.0017448
9.445,9.07,9.82,12.7,2,10,37.7622,12.49876055,54.1453264
73.57,73.57,73.57,572.49,3,2,40.8564,13.30893716,49.9241192
102.96,102.96,102.96,894.56,4,2,100.1333,57.28609042,0.0022288
17.07,10.53,21.86,12.7,1,15,3.6942,57.30181269,0.0020488
