AverageTime,minimum,maximum,imagesize,vmType,noVMreq,CPUUtilization,MemoryUtilization,NetworkUtil
107.31,107.31,107.31,894.56,4,5,99.9895,64.51752196,0.0018848
8.39,8.39,8.39,12.7,1,5,99.0525,38.6722532,50.0621768
84.94,83.65,86.23,572.49,3,8,50.1113,9.420985021,0.0020296
111.01,111.01,111.01,894.56,4,5,99.973,45.10775413,0.0058888
16.09,14.1,17.91,12.7,1,18,52.4395,6.165196015,48.4805416
14.64,12.71,16.35,12.7,2,12,98.4946,28.08179221,0.0093752
85.78,85.74,85.82,572.49,3,7,49.1942,8.400833699,0.0025288
9.1,7.14,13.43,12.7,1,16,99.0753,45.23451646,48.8079288
10.4025,7.27,13.28,12.7,1,14,45.6896,4.718698108,96.8037048
12.83,9.32,15.05,12.7,1,14,99.0421,41.15536283,97.4468272
85.225,84.4,86.05,572.49,3,7,100.2683,57.48841313,0.0016944
107.81,107.81,107.81,894.56,4,4,99.8608,62.24214803,0.0063656
11.215,10.67,11.76,12.7,2,10,50.6357,38.44352987,0.0017592
84.785,84.56,85.01,572.49,3,7,99.9792,36.28227156,0.0032024
108.84,108.84,108.84,894.56,4,4,99.9688,21.93588611,0.0060648
7.425,6.47,8.38,12.7,1,6,26.7672,5.591222496,97.748696
14.4625,10.94,16.38,12.7,2,13,51.8222,13.35283157,0.0021856
82.795,80.4,85.19,572.49,3,9,26.3106,8.500752528,0.0032592
12.935,12.51,13.36,12.7,2,10,99.9916,63.94834632,0.0018064
19.76,12.22,23.37,12.7,1,17,50.8407,12.06724702,97.76626
12.38,11.07,13.69,12.7,2,10,52.3069,32.53709926,0.008372
81.64,81.33,81.95,572.49,3,5,99.8417,29.92567722,0.0023224
102.77,102.77,102.77,894.56,4,5,99.9896,54.36900681,0.0061528
12.92,11.45,14.07,12.7,1,12,51.9856,5.611447386,96.387532
9.515,8.6,10.43,12.7,2,6,98.9172,30.22253038,0.004716
77.17,77.17,77.17,572.49,3,4,51.0389,7.12314719,0.0021616
16.075,11.7,18.56,12.7,1,14,99.3233,28.38300036,97.3466184
14.21,11.68,15.58,12.7,2,14,98.5925,30.81478503,0.0059496
91.13,90.46,91.8,572.49,3,9,99.6585,56.44946398,0.0025064
6.81,5.45,8.17,12.7,1,7,99.0942,44.67065538,97.7939328
6.61,6.61,6.61,12.7,2,4,51.1517,51.85597812,0.0024472
103.9,103.9,103.9,894.56,4,5,62.7331,18.62825545,0.001864
8.235,6.38,10.09,12.7,1,6,51.9438,5.635289136,96.7237952
6.63,6.63,6.63,12.7,2,5,99.5939,32.92092929,0.0021552
77.64,77.64,77.64,572.49,3,6,49.0419,6.420664425,0.002496
6.79,6.79,6.79,12.7,1,4,99.1525,22.03265557,97.13406
86.065,85.86,86.27,572.49,3,9,87.6198,12.29808634,0.0022168
9.61,9.47,9.75,12.7,1,7,50.7977,15.42024836,97.7852704
7.8,7.35,8.25,12.7,2,7,27.1225,13.39704584,0.0024568
107.73,107.73,107.73,894.56,4,4,87.5416,18.68745385,0.001744
10.68,9.58,11.78,12.7,1,9,50.5922,5.660041252,97.3784744
14.8625,8.68,18.15,12.7,2,15,99.3961,29.72170601,0.0029744
78.83,78.56,79.1,572.49,3,9,50.8618,8.545262049,0.0027096
12.6,10.28,14.74,12.7,1,14,49.9582,15.44812525,97.0111832
10.32333333,8.84,12.61,12.7,2,12,55.7459,17.82794524,0.0064416
78.85,78.85,78.85,572.49,3,6,100.2895,37.00581576,0.0024408
11.89,10.99,12.79,12.7,2,11,37.5107,18.7293553,0.0018144
73.88,73.88,73.88,572.49,3,3,76.7892,20.30099163,0.00296
101.85,101.85,101.85,894.56,4,5,51.0852,15.61371346,0.0039272
9.13,9.13,9.13,12.7,1,4,51.9691,5.861478203,96.1391304
13.97333333,11.88,15.97,12.7,2,13,99.6689,48.6839674,0.0023456
106.67,106.67,106.67,894.56,4,5,50.6958,5.89220921,0.0018704
84.77,84.51,85.03,572.49,3,6,100.0041,19.00369535,0.0021736
106.74,106.74,106.74,894.56,4,4,99.9667,48.13383563,0.0058448
18.2275,15.09,21.52,12.7,1,18,99.2525,41.69201134,96.7740568
6.41,6.41,6.41,12.7,2,4,52.9445,38.41471801,0.0080256
16.87,9.26,23.1,12.7,1,14,52.3526,5.879906966,96.4517304
10.08,6.2,13.96,12.7,2,8,98.6527,30.97195851,0.0067288
77.05,77.05,77.05,572.49,3,5,50.7291,7.355315148,0.0023328
18.29,11.24,21.76,12.7,1,16,98.9651,54.54505193,96.1539288
7.045,6.52,7.57,12.7,2,9,98.5904,56.91955735,0.0076496
81.975,81.92,82.03,572.49,3,8,100.0961,52.8249521,0.0019712
8.01,8.01,8.01,12.7,2,5,51.241,25.30675032,0.0017368
80.29,79.5,81.08,572.49,3,10,99.9646,26.1507335,0.0058408
105.72,105.72,105.72,894.56,4,5,99.9563,19.05472506,0.006076
16.4725,11.93,20.54,12.7,1,14,38.8996,5.900254878,97.1009248
8.245,7.89,8.6,12.7,2,11,80.8601,24.56150495,0.0083072
83.115,81.92,84.31,572.49,3,8,40.4707,7.393402897,0.0022576
109.7,109.7,109.7,894.56,4,5,50.4201,5.957534128,0.0063248
18.4775,14.64,21.42,12.7,1,16,99.3253,25.51694646,96.3375784
6.985,6.57,7.4,12.7,2,8,98.7133,27.9397751,0.0095808
85.625,85.6,85.65,572.49,3,8,100.031,46.38903289,0.0022144
108.35,108.35,108.35,894.56,4,4,99.9189,22.29968809,0.0059752
12.4675,7.7,16.01,12.7,1,15,99.2233,28.75999035,96.8829104
6.59,6.32,6.86,12.7,2,7,53.6699,68.64876329,0.0085432
74.11,74.11,74.11,572.49,3,4,99.9813,68.97957065,0.0021544
6.6,6.6,6.6,12.7,1,4,51.6008,5.924293464,98.7728208
6.27,6.27,6.27,12.7,2,3,99.9083,29.31853685,0.0020536
72.67,72.67,72.67,572.49,3,3,49.3836,29.4322588,0.0044696
10.475,10.21,10.74,12.7,1,9,99.2253,68.46752663,96.9343888
9.493333333,8.99,10.26,12.7,2,9,99.444,68.86515977,0.0023952
83.845,82.47,85.22,572.49,3,9,100.3482,47.12451028,0.0023216
7.33,7.33,7.33,12.7,1,4,99.1337,32.00687253,98.4577696
7.58,7.58,7.58,12.7,2,5,50.9213,62.60122594,0.0020032
85.865,84.94,86.79,572.49,3,7,99.9834,65.00857836,0.003528
10.07,10.07,10.07,12.7,1,5,51.9912,5.935463902,97.1008464
9.325,8.59,10.06,12.7,2,9,100.15,54.29352024,0.0023968
94.65,92.71,95.66,572.49,3,9,49.482,7.382601526,0.0028392
12.69333333,10.49,14.73,12.7,1,12,99.3045,28.74473556,97.381404
16.09,13.81,17.26,12.7,2,12,98.965,30.54364357,0.0031576
108.41,108.41,108.41,894.56,4,4,100.2082,64.26894281,0.0018784
13.58333333,11.57,15.02,12.7,2,12,51.8149,39.10548904,0.001572
105.5,105.5,105.5,894.56,4,4,99.9896,31.89632456,0.0018416
21.544,18.28,26.61,12.7,1,20,51.0429,5.943361943,96.804288
90.62,89.15,91.7,572.49,3,9,49.923,5.989962845,0.0016776
107.03,107.03,107.03,894.56,4,4,51.6362,6.020595434,0.0079512
10.88,10.86,10.9,12.7,1,11,87.157,22.26255992,96.7900496
14.0975,11.51,16.5,12.7,2,15,90.0502,23.44795499,0.0028728
77.28,77.28,77.28,572.49,3,5,99.1692,59.11934629,0.0025776
107.24,107.24,107.24,894.56,4,4,100.1336,64.4327841,0.0043616
5.42,5.42,5.42,12.7,1,5,74.7528,12.62478474,96.462992
7.14,7.14,7.14,12.7,2,4,49.8396,37.22976582,0.0023248
102.36,102.36,102.36,894.56,4,5,75.0999,9.374630164,0.0017952
9.486666667,7.42,11.36,12.7,2,12,99.7147,61.04304826,0.001864
106.28,106.28,106.28,894.56,4,4,49.9417,5.980490117,0.0018432
6.86,6.37,7.35,12.7,2,6,99.9938,64.41942387,0.0017872
13.19,7.07,19.13,12.7,1,14,99.065,54.52108715,97.4625888
17.135,15.06,21.28,12.7,2,15,99.9938,56.68923472,0.0017672
87.49,87.49,87.49,572.49,3,3,99.3149,37.653898,0.0042344
106.56,106.56,106.56,894.56,4,5,99.9529,62.26879469,0.0042696
9.19,8.19,10.19,12.7,1,9,99.0775,57.45010394,49.1798344
7.82,7.82,7.82,12.7,2,4,52.7694,52.09702829,0.0028112
108.14,108.14,108.14,894.56,4,5,99.9917,21.85127128,0.0017792
14.2975,10.82,18.53,12.7,1,14,51.3423,5.559827168,49.4739432
7.57,7.57,7.57,12.7,2,5,98.7006,21.08043724,0.0063664
94.49,93.72,95.26,572.49,3,10,49.6053,6.338239386,0.0021056
8.815,8.29,9.34,12.7,1,7,99.217,31.60065241,49.6437512
7.7,7.7,7.7,12.7,2,7,99.3232,32.86229679,0.002596
78.82,78.82,78.82,572.49,3,5,100.194,38.77015446,0.0024032
8.225,7.59,8.86,12.7,1,7,99.0712,31.61302847,49.2820744
11.83,9.68,13.98,12.7,2,11,33.7594,19.80211102,0.0025368
79.605,78.39,80.82,572.49,3,6,63.8876,20.04195557,0.0025208
11.46666667,10.77,11.94,12.7,2,11,99.9917,47.70259275,0.0017472
77.09,77.09,77.09,572.49,3,4,50.8382,7.803338288,0.0034328
107.96,107.96,107.96,894.56,4,5,50.9713,5.63870916,0.0041328
16.3425,14.26,18.81,12.7,1,14,98.9776,28.35239238,50.407156
15.87666667,12.84,18.34,12.7,2,12,98.5943,30.74515433,0.0068352
76.04,76.04,76.04,572.49,3,4,99.7418,25.84374329,0.0027384
16.142,6.43,24.74,12.7,1,20,99.09,18.73777003,48.8146456
80.57666667,73.75,84.14,572.49,3,10,99.8293,67.34187126,0.0016696
12.36,6.18,20.95,12.7,1,19,25.378,5.632656456,49.6379968
4.9,4.9,4.9,12.7,2,3,54.754,11.38390655,0.0125768
77.3,77.3,77.3,572.49,3,5,25.8598,6.37827089,0.0021104
19.375,12.66,27.44,12.7,1,17,74.7929,9.085404396,49.0169064
12.25666667,8.08,15.39,12.7,2,12,79.8105,11.47122788,0.0125968
80.145,78.51,81.78,572.49,3,6,99.4224,54.72911811,0.0025176
16.5625,16.05,16.92,12.7,1,14,99.1192,44.70431432,49.3112472
74.8,74.8,74.8,572.49,3,4,99.9917,28.48102465,0.001708
12.44,11.48,13.4,12.7,1,11,52.3923,5.651109822,49.4832072
13.05,12.95,13.15,12.7,2,9,99.546,68.58210973,0.00338
77.23,77.23,77.23,572.49,3,4,50.9351,7.084222888,0.0022
13.15,12.12,14.18,12.7,1,11,99.038,47.94521761,49.4528512
8.135,7.97,8.3,12.7,2,9,99.319,49.21965633,0.0047464
94.305,93.3,95.31,572.49,3,9,100.008,71.68761452,0.0021936
108.66,108.66,108.66,894.56,4,5,100.3558,54.43981853,0.0062576
5.83,5.83,5.83,12.7,1,5,99.0296,38.25646194,49.7209648
75.45,75.45,75.45,572.49,3,4,99.9938,70.47463782,0.0017912
106.65,106.65,106.65,894.56,4,5,99.975,64.06160078,0.0036744
6.61,6.61,6.61,12.7,1,5,51.5385,5.688656273,49.8026584
82.2,79.48,84.92,572.49,3,10,49.7198,5.699925129,0.0020792
14.9275,13.17,18.74,12.7,1,15,99.0589,47.92710871,48.944768
6.42,6.42,6.42,12.7,2,5,98.757,50.38524479,0.0109208
74.36,74.36,74.36,572.49,3,4,100.3078,45.39793947,0.0021696
105.45,105.45,105.45,894.56,4,5,76.0041,12.37905971,0.0042472
6.47,5.97,6.97,12.7,1,6,75.6191,12.38304564,48.5006912
7.76,6.89,8.63,12.7,2,8,53.3969,16.82683779,0.0024632
74.02,74.02,74.02,572.49,3,3,99.9791,17.0592764,0.0020848
89.125,88.77,89.48,572.49,3,9,49.9958,21.93544323,0.0019976
106.92,106.92,106.92,894.56,4,5,51.5261,5.761928441,0.006072
5.92,5.92,5.92,12.7,2,4,99.9896,64.19424358,0.0017472
76.58,76.58,76.58,572.49,3,2,100.2019,19.56192199,0.0055136
6.84,6.84,6.84,12.7,1,4,99.2295,31.85348814,49.1448912
7.22,7.22,7.22,12.7,2,4,50.6205,58.2977778,0.0022512
84.245,84.08,84.41,572.49,3,6,99.9896,58.38684605,0.005336
14.42,12.76,16.08,12.7,1,11,50.5937,5.735970705,49.6439392
8.1,7.67,8.53,12.7,2,5,99.4857,23.2348063,0.0037288
76.5,76.5,76.5,572.49,3,7,50.6193,7.247301441,0.0020248
88.67,88.47,88.87,572.49,3,6,100.1477,34.75465265,0.0021992
10.045,7.84,12.25,12.7,1,9,74.8442,12.39537249,49.3078536
73.22,73.22,73.22,572.49,3,2,99.9897,70.59035273,0.0017056
17.38,9.89,21.83,12.7,1,17,51.6889,5.745763292,49.994204
13.325,12.91,13.74,12.7,2,11,98.6174,73.04969442,0.0084928
70.76,70.76,70.76,572.49,3,2,51.6412,7.097164849,0.002736
12.0925,8.83,14.89,12.7,1,14,50.5057,9.124845392,49.9316472
10.685,10.45,10.92,12.7,2,10,55.653,11.52867936,0.0076712
86.61,85.5,87.72,572.49,3,8,88.8283,23.46761397,0.0024352
10.48666667,9.16,11.39,12.7,1,12,98.9838,67.36878857,49.7168344
6.525,5.95,7.1,12.7,2,8,29.4666,14.18143695,0.0030856
12.2,11.22,13.34,12.7,1,12,99.394,18.8121494,49.133888
74.58,74.58,74.58,572.49,3,4,100.2832,28.52014579,0.0017168
9.993333333,8.64,10.82,12.7,1,12,99.9938,24.2932176,0.001632
6.805,6.36,7.25,12.7,2,6,48.541,13.97763796,0.0051232
82.435,80.15,84.72,572.49,3,7,87.5005,13.61942121,95.7796984
19.8975,17.74,23.01,12.7,1,18,51.469,5.479493512,0.0017224
9.175,8.43,9.92,12.7,2,9,98.5133,43.77288679,0.0078552
74.25,74.25,74.25,572.49,3,3,48.7472,7.052212448,95.5126432
19.51,9.46,25.81,12.7,1,20,99.9958,18.65960157,0.0013928
5.08,5.08,5.08,12.7,2,3,98.5549,21.78323987,0.01292
15.0825,8.53,20.59,12.7,1,15,99.9917,54.16247673,0.0016872
7.225,6.19,8.26,12.7,2,9,53.397,55.8203764,0.0076264
87.11,86.95,87.27,572.49,3,10,97.9051,62.16941716,97.461984
101.32,101.32,101.32,894.56,4,4,99.9563,41.40276097,0.0062832
7.32,7,7.64,12.7,1,9,51.0337,5.563247192,0.00186
10.59,7.17,16.45,12.7,2,12,99.3128,32.76862751,0.0026016
75.58,75.58,75.58,572.49,3,5,49.6779,7.813770591,96.4246456
104.7,104.7,104.7,894.56,4,5,51.1381,5.625742594,0.003796
15.2275,5.8,21.41,12.7,1,14,99.9896,34.57969013,0.0015856
10.76666667,7.43,13.16,12.7,2,12,98.7505,37.30286576,0.0060792
80.195,79.28,81.11,572.49,3,5,78.3126,24.0284733,96.6577504
106.8,106.8,106.8,894.56,4,5,100.1393,41.35564337,0.0061368
10.93,9.25,12.61,12.7,2,9,50.7025,31.57122544,0.0017968
73.59,73.59,73.59,572.49,3,3,98.1529,33.0333226,95.6856328
10.255,9.44,11.07,12.7,1,9,51.898,5.595651304,0.0017176
76.23,76.23,76.23,572.49,3,3,49.5514,5.639299668,97.3836696
105.26,105.26,105.26,894.56,4,5,50.3872,5.639348877,0.0035344
8.75,8.1,9.4,12.7,1,7,100.0396,25.18896863,0.0016328
10.24,9.33,11.15,12.7,2,10,99.6752,26.42573787,0.0024032
77.99,77.99,77.99,572.49,3,2,98.4945,42.79202883,96.9780216
108.28,108.28,108.28,894.56,4,4,100.2877,64.61955678,0.0040608
13.35,10.06,15.14,12.7,1,13,87.5737,21.87543289,0.0017144
11.27333333,6.25,17.31,12.7,2,12,52.7295,59.37833314,0.0045592
16.02,11.37,20.76,12.7,1,17,49.0927,5.483257998,0.0018248
8.77,8.55,8.99,12.7,2,7,98.8235,24.41412406,0.0113024
22.944,20.33,28.07,12.7,1,20,99.9937,39.59204281,0.001672
80.235,79.98,80.49,572.49,3,9,99.1042,54.38096459,96.6604648
19.635,14.37,26.75,12.7,1,17,99.9916,57.62312271,0.001636
8.4,8.11,8.69,12.7,2,10,52.7992,27.8570056,0.0116024
103.57,103.57,103.57,894.56,4,5,62.7177,15.44534494,0.0017776
12.3,9.81,15.93,12.7,1,12,51.9669,5.614522947,0.0018632
9.34,9.16,9.52,12.7,2,6,99.113,40.0359816,0.0046848
74.67,74.67,74.67,572.49,3,4,50.0976,7.199125852,96.7969264
106.32,106.32,106.32,894.56,4,4,50.1941,5.684473509,0.0036608
10.16,7.09,15.97,12.7,1,12,87.5424,15.56388937,0.0016792
7.64,7.64,7.64,12.7,2,6,90.0032,17.37044937,0.0046408
106.87,106.87,106.87,894.56,4,4,75.1441,22.07401572,0.0017392
11.515,9.05,13.98,12.7,1,9,99.9896,44.84763547,0.0016008
9.695,6.87,12.52,12.7,2,9,53.3896,37.07416703,0.0026328
79.615,78.91,80.32,572.49,3,8,98.0614,55.99265704,95.7333592
103.49,103.49,103.49,894.56,4,4,99.9542,70.32880701,0.0060384
12.05666667,9.71,15.38,12.7,1,12,49.8664,5.84211447,0.0017368
7.245,6.11,8.38,12.7,2,6,98.9529,33.7091341,0.0052496
16.312,8.92,22.13,12.7,1,20,99.9896,31.78063425,0.0016176
8.54,7.7,9.38,12.7,2,11,98.4571,34.95421966,0.0133584
84.495,83.64,85.35,572.49,3,5,98.1195,59.25964108,94.4322544
5.93,5.93,5.93,12.7,1,5,99.9917,67.46012043,0.0017
6.52,6.52,6.52,12.7,2,4,51.6238,33.81970667,0.0020888
86.525,86.23,86.82,572.49,3,9,98.4049,35.94787195,96.6061384
104.34,104.34,104.34,894.56,4,4,99.9668,38.36676386,0.0058888
17.025,16.72,17.33,12.7,1,18,38.8486,5.849914093,0.0018328
6.36,6.3,6.42,12.7,2,8,80.1533,21.34788804,0.01214
15.02,11.16,19.25,12.7,1,19,75.1759,9.174152787,0.0017328
10.17,9.6,10.74,12.7,2,9,80.03,11.72701615,0.0104528
109.09,109.09,109.09,894.56,4,5,100.302,56.50957275,0.0016528
8.2,8.2,8.2,12.7,1,4,50.177,9.19039175,0.001592
14.9475,5.95,19.27,12.7,2,15,49.4917,71.40766464,0.002132
75.52,75.52,75.52,572.49,3,4,97.1682,73.53073679,97.8516176
106.54,106.54,106.54,894.56,4,5,99.9646,67.50945243,0.0040392
15.5,9.13,22.69,12.7,1,20,51.149,5.874518582,0.0017728
16.65,14.4,18.31,12.7,2,13,98.6695,64.17945629,0.0148304
88.56,86.88,90.24,572.49,3,8,49.7789,8.190932803,93.9540192
107.17,107.17,107.17,894.56,4,4,50.241,5.950005155,0.0060024
16.935,13.49,20.6,12.7,1,15,100.0604,31.91219445,0.001604
15.495,15.33,15.66,12.7,2,11,98.6216,34.33106176,0.007292
89.39,81.85,93.65,572.49,3,10,87.6017,20.46985224,95.4875
9.246666667,7.1,12.55,12.7,1,13,25.176,9.193762565,0.0016936
10.83,10.19,11.47,12.7,2,9,53.1154,27.30633253,0.0067136
75.59,75.59,75.59,572.49,3,6,98.0862,26.93362373,94.7091272
101.92,101.92,101.92,894.56,4,4,99.9584,35.22041562,0.0041056
12.5475,10.2,17.79,12.7,1,16,99.8272,60.90905221,0.0016056
13.315,12.81,13.82,12.7,1,11,50.9335,5.787369482,0.0014344
8.29,5.89,10.69,12.7,2,8,99.5981,49.42689994,0.0039464
77.165,74.98,79.35,572.49,3,5,49.832,7.479567817,95.2823752
8.04,8.04,8.04,12.7,1,5,62.7286,15.71717534,0.0017432
6.64,6.46,6.82,12.7,2,8,63.8862,16.33501866,0.0020344
13.8025,10.13,16.59,12.7,1,16,99.9938,31.8981945,0.0017
9.34,7.85,10.83,12.7,2,8,53.4874,34.82027282,0.0092856
74.58,74.58,74.58,572.49,3,4,98.3278,39.98950373,96.3134184
10.285,10.14,10.43,12.7,1,9,49.6927,5.916173982,0.0014144
9.935,9.45,10.42,12.7,2,10,99.5357,59.19921246,0.0023056
90.55666667,90.02,91.36,572.49,3,10,51.2908,7.43611629,96.4212192
11.12666667,9.24,14.57,12.7,2,13,22.5596,9.966417333,0.0037608
75.68,75.68,75.68,572.49,3,5,40.0297,10.98831557,97.0332808
100.73,100.73,100.73,894.56,4,4,99.9896,38.01856113,0.003808
15.5125,12.51,17.25,12.7,1,14,37.9179,5.482569073,0.0017728
85.09,85.09,85.09,572.49,3,6,37.4598,5.554438785,98.1191544
109.13,109.13,109.13,894.56,4,5,51.0971,5.598382402,0.0060816
8.935,8.38,9.49,12.7,1,9,37.7175,12.0644175,0.0016424
12.73666667,9.21,15.61,12.7,2,12,40.2251,13.25773522,0.0025024
76.1,76.1,76.1,572.49,3,2,98.1362,61.86963607,95.8099656
108.3,108.3,108.3,894.56,4,4,88.3152,21.85299359,0.0040064
19.11,12.6,24.2,12.7,1,19,99.9896,54.31618097,0.0017144
14.37666667,13.92,15.21,12.7,2,12,36.7978,17.83626155,0.0119832
14.72,11.72,17.6,12.7,1,13,51.3097,5.435303849,0.0018712
75.97,75.81,76.13,572.49,3,5,50.58,5.624290929,95.0977896
106.54,106.54,106.54,894.56,4,4,32.6161,5.622470197,0.0062336
16.476,11.16,22.24,12.7,1,20,100.0605,67.13905645,0.0016752
15.88333333,14.56,16.72,12.7,2,15,98.4967,70.1801959,0.01372
88.45,88.37,88.53,572.49,3,10,98.0574,56.49542516,96.3075912
101.77,101.77,101.77,894.56,4,5,76.2696,16.22370795,0.0040648
17.902,6.23,23.8,12.7,1,20,99.9938,63.97240951,0.0016944
5.82,5.82,5.82,12.7,2,2,50.6255,55.39553069,0.0164424
72.9,72.9,72.9,572.49,3,5,98.5051,58.36787599,95.0678048
103.11,103.11,103.11,894.56,4,4,76.0016,21.90650835,0.0035368
19.015,9.88,25.15,12.7,1,19,50.5265,5.590164503,0.001776
15.4025,7.68,20.55,12.7,2,15,98.7944,63.22881264,0.0111944
77.42,77.42,77.42,572.49,3,5,49.7142,8.530327124,95.72168
5.31,5.31,5.31,12.7,2,4,99.9938,44.50287737,0.0015752
76.09,76.09,76.09,572.49,3,3,98.8378,42.18237881,95.0200752
20.56,19.39,21.19,12.7,1,13,75.1691,21.86381957,0.0016648
12.475,12.22,12.73,12.7,2,9,54.7875,40.37549895,0.005524
77.23,77.23,77.23,572.49,3,6,98.4882,36.36789518,96.8893032
8.11,8.11,8.11,12.7,2,4,99.9917,31.52132754,0.0013456
77.2,77.2,77.2,572.49,3,3,48.7767,6.361761278,96.6246704
18.3175,17.63,19.81,12.7,1,16,100.0833,63.01175184,0.0016608
85.785,85.51,86.06,572.49,3,9,98.9112,67.08524643,96.478008
8.455,8.22,8.69,12.7,1,9,75.191,18.68403383,0.0016368
11.38666667,10.05,13.04,12.7,2,10,52.7442,30.41250164,0.0024376
77.21,77.21,77.21,572.49,3,6,98.1904,40.37151302,94.0686176
103.27,103.27,103.27,894.56,4,4,99.9542,51.15583278,0.0040088
8.885,8.28,9.49,12.7,1,7,37.5827,5.624979855,0.001812
12.16,11.32,13.29,12.7,2,12,77.6034,19.88598772,0.0017504
78.29,78.29,78.29,572.49,3,4,40.1362,7.868367952,96.3995712
18.2475,14.73,20.97,12.7,1,18,75.1645,12.31904936,0.001748
16.76333333,14.44,19.42,12.7,2,14,80.1461,14.75297462,0.0094576
87.965,86.36,89.57,572.49,3,9,89.0441,27.37158364,97.2664976
8.135,8.06,8.21,12.7,1,7,99.9917,44.66447966,0.0017168
11.20333333,10.03,12.72,12.7,2,11,51.9022,37.64518801,0.0022352
16.52,15.28,17.21,12.7,1,13,99.9875,31.57892665,0.0016272
16.39333333,14.2,17.64,12.7,2,13,99.0152,33.51721908,0.0058048
101.93,101.93,101.93,894.56,4,4,63.8744,18.77883492,0.0062576
11.675,10.06,13.29,12.7,2,11,49.6782,31.27203486,0.0015936
86.78,86.74,86.82,572.49,3,7,98.1239,36.5033921,95.9208344
7.5,7.5,7.5,12.7,1,4,50.5556,5.708512095,0.0018048
7.205,6.66,7.75,12.7,2,7,99.9833,61.56951051,0.00206
84.905,84.68,85.13,572.49,3,10,50.1568,7.246784747,97.179756
12.0475,8.15,17.5,12.7,1,15,99.9646,51.18112619,0.0016744
88.5,88.3,88.7,572.49,3,9,98.2739,54.32779429,95.5045832
16.7,15.42,18.63,12.7,1,13,50.6751,5.729499724,0.001804
8.48,7.92,9.04,12.7,2,8,99.0275,20.67446317,0.005632
79.18,79.18,79.18,572.49,3,7,49.9856,7.215733882,95.3876928
17.08333333,15.44,19.69,12.7,1,13,87.4431,15.59407908,0.0016192
8.625,7.6,9.65,12.7,2,7,90.3674,17.46581637,0.0055672
77.82,77.82,77.82,572.49,3,4,99.0041,49.50496998,97.1998648
111.31,111.31,111.31,894.56,4,4,99.8043,67.86107518,0.0038264
15.2525,7.29,21.14,12.7,1,15,99.9895,64.07943904,0.0017736
8.08,7.5,8.66,12.7,2,8,53.6222,30.89976894,0.0082008
