AverageTime,minimum,maximum,imagesize,vmType,noVMreq,CPUUtilization,MemoryUtilization,NetworkUtil
72.9,72.9,72.9,572.49,3,5,0.9005,5.939523642,49.8820304
104.84,104.84,104.84,894.56,4,3,99.9979,34.60572168,0.0022544
13.7325,6.48,22.76,12.7,1,18,99.9895,70.21845588,0.0016192
10.01,6.53,14.32,12.7,2,11,98.5649,40.18626582,69.2407528
74.49,74.49,74.49,572.49,3,3,97.8822,39.94819279,49.4700904
12.66333333,9.15,15.89,12.7,2,12,99.4523,60.41560919,0.0017352
76.14,76.14,76.14,572.49,3,4,27.6249,7.533328626,49.9013688
106.46,106.46,106.46,894.56,4,4,25.2477,63.63478671,0.0022512
8.44,8.44,8.44,12.7,1,5,99.9916,50.73706437,0.001652
8.04,7.7,8.38,12.7,2,10,74.203,5.985484828,0.004964
72.13,72.13,72.13,572.49,3,2,1.3279,6.772065736,49.4237072
13.4825,7.44,22.69,12.7,1,15,99.9938,41.01875871,0.0017328
8.685,7.23,10.14,12.7,2,7,98.5464,43.4632885,0.0137864
83.415,81.04,85.79,572.49,3,10,97.9489,42.52322479,49.1381376
16.29,14.06,18.02,12.7,1,13,26.7168,29.73924901,0.001624
5.91,5.91,5.91,12.7,2,3,99.2003,39.75098781,0.011412
86.85,86.73,86.97,572.49,3,8,25.3071,6.136753226,49.4909424
106.35,106.35,106.35,894.56,4,5,28.8806,46.2630087,0.0035432
11.3,11.3,11.3,12.7,1,3,99.9897,44.30663197,0.0015728
9.14,7.55,10.73,12.7,2,9,75.1446,6.025245682,0.002508
74.69,74.69,74.69,572.49,3,4,1.3638,6.786262526,49.505352
20.5975,17.11,21.95,12.7,1,17,99.9937,31.42829797,0.0017712
6.75,6.75,6.75,12.7,2,3,99.0168,48.94059222,0.0153832
75.4,75.4,75.4,572.49,3,3,98.155,54.78679103,48.7482096
11.21,9.86,12.56,12.7,1,10,26.5835,22.57870299,0.0016768
10.61,10.61,10.61,12.7,2,6,99.4128,29.42785459,0.0083336
86.505,85.2,87.81,572.49,3,8,26.5773,6.130429872,48.998888
107.07,107.07,107.07,894.56,4,5,27.5504,25.83316336,0.002884
17.18,10.08,23.94,12.7,1,20,100.0522,67.09521125,0.0017224
7.16,7.16,7.16,12.7,2,4,73.119,8.292746178,0.0187424
82.81,80.79,84.33,572.49,3,10,0.8836,6.108039787,49.3630736
14.64,9.82,20.46,12.7,1,18,99.9937,44.40846995,0.0017488
5.6,5.6,5.6,12.7,2,2,42.8033,14.37869113,0.0150864
75.86,73.3,78.42,572.49,3,10,38.565,12.68344184,50.536648
102.97,102.97,102.97,894.56,4,5,64.1462,15.22178855,0.0023272
9.475,8.24,10.71,12.7,1,7,28.4595,35.36887911,0.001716
7.3,7.3,7.3,12.7,2,7,99.5815,45.57934837,0.0057216
78.845,78.66,79.03,572.49,3,8,26.7991,6.174004422,49.9396312
105.98,105.98,105.98,894.56,4,5,26.369,63.4976659,0.0034736
16.34333333,14.63,17.94,12.7,1,13,75.1129,15.24221028,0.0014392
13.66666667,13.24,14.24,12.7,2,13,58.3785,7.244988619,0.0112816
75.935,74.45,77.42,572.49,3,7,1.7801,6.865267541,50.144
6.52,6.52,6.52,12.7,1,3,99.9937,70.32095818,0.0017024
81.81,80.9,82.72,572.49,3,7,98.153,47.58510631,49.618036
102.23,102.23,102.23,894.56,4,5,89.2052,28.85584943,0.0062168
17.7475,14.19,21.72,12.7,1,18,25.3496,52.10652563,0.0016424
6.76,6.76,6.76,12.7,2,7,98.2595,63.0285321,0.014516
81.62,81.47,81.77,572.49,3,9,25.4389,47.08470022,49.0620264
104.37,104.37,104.37,894.56,4,5,22.8729,16.55020952,0.0023568
8.85,8.85,8.85,12.7,1,6,99.9958,21.83909206,0.0013072
7.43,7.43,7.43,12.7,2,4,74.1509,6.117168053,0.004804
73.64,73.64,73.64,572.49,3,4,1.2485,6.177252215,49.9654256
5.94,5.94,5.94,12.7,1,6,100.0125,38.01218857,0.0017752
8.08,8.08,8.08,12.7,2,5,99.723,41.79239766,0.003888
73.72,73.72,73.72,572.49,3,2,98.2071,41.91716702,49.136476
6.19,6.19,6.19,12.7,1,3,27.5819,47.92880642,0.0017424
77.73,77.73,77.73,572.49,3,3,71.3498,5.520090919,48.3456336
16.828,5.24,26.98,12.7,1,20,100.3602,57.10431245,0.0017088
9.35,6.7,14.24,12.7,2,12,76.2916,8.513645281,0.0179856
72.18,72.18,72.18,572.49,3,4,1.8836,7.619419733,49.0535608
19.796,17.66,22.38,12.7,1,19,99.9916,44.46552776,0.0017512
82.38,81.71,83.05,572.49,3,6,98.4509,18.60096907,48.944884
102.39,102.39,102.39,894.56,4,3,99.9958,47.78683852,0.002556
17.06,14.83,19.84,12.7,1,13,27.3161,32.28697003,0.0017136
8.676666667,6.62,11.03,12.7,2,10,98.8839,33.29083318,0.0121208
86.76,85.92,87.6,572.49,3,7,28.8955,32.13616912,49.9508376
108.66,108.66,108.66,894.56,4,4,27.7508,36.10644788,0.0025056
8.51,8.02,9,12.7,1,7,100.0041,70.33675426,0.0016872
15.27333333,13.94,16.33,12.7,2,13,74.6698,6.75959126,0.0072848
73.39,73.39,73.39,572.49,3,6,1.7131,6.334253459,49.3396768
105.03,105.03,105.03,894.56,4,3,99.9895,60.74577682,0.0023728
6.77,6.77,6.77,12.7,2,3,99.8313,38.07232194,0.0017968
76.43,74.62,78.24,572.49,3,9,97.7262,38.80083626,49.3866048
18.25,17.31,19.04,12.7,1,18,28.36,23.83692735,0.0016776
9.766666667,6.47,12.53,12.7,2,10,98.2673,24.28020183,0.0156256
74.3,74.3,74.3,572.49,3,3,26.7663,53.43145275,49.2967208
108.75,108.75,108.75,894.56,4,3,27.8035,35.52893131,0.0023456
11.35,10.6,12.1,12.7,1,7,99.9771,38.01309894,0.0016992
6.26,6.26,6.26,12.7,2,5,73.6114,6.824719343,0.00686
90.09666667,89.75,90.63,572.49,3,10,0.8824,6.263121882,49.7477064
102.19,102.19,102.19,894.56,4,5,64.9481,8.931798571,0.0043968
9.793333333,8.83,10.52,12.7,1,11,99.9917,21.88871931,0.0017816
17.14,16.39,18.04,12.7,2,15,99.9496,62.48747939,0.010168
83.49,79.39,85.65,572.49,3,10,98.6195,61.48639655,49.2071944
103.23,103.23,103.23,894.56,4,4,65.1068,12.14541548,0.0025464
16.03666667,15.92,16.14,12.7,1,14,26.2005,28.37746435,0.001764
6.28,6.28,6.28,12.7,2,2,99.3691,30.16520192,0.0127776
74.75,74.75,74.75,572.49,3,4,27.5651,6.304137565,49.9345136
106.5,106.5,106.5,894.56,4,4,27.7243,37.989331,0.002748
8.05,8.05,8.05,12.7,1,3,99.8063,56.30562614,0.0016888
13.1,5.68,18.31,12.7,2,15,74.1798,6.188127399,0.0026584
90.43333333,88.56,91.74,572.49,3,10,3.1834,8.023942136,49.5766112
104.6,104.6,104.6,894.56,4,3,100.2872,60.69765044,0.0028568
13.16,11.35,15.65,12.7,1,12,99.9938,18.65281073,0.0016816
13.78,12.52,15.55,12.7,2,13,99.307,33.44323338,0.0106232
81.04,80.99,81.09,572.49,3,8,98.3946,32.41995729,50.7702192
8.41,7.71,9.11,12.7,1,8,28.6851,27.77930462,0.0016232
6.66,6.66,6.66,12.7,2,2,99.5523,39.30702441,0.0069736
75.9,75.9,75.9,572.49,3,6,72.059,6.321803588,49.6579184
15.93666667,13.58,17.99,12.7,1,14,99.9937,47.72985452,0.0016928
7.59,7.32,7.86,12.7,2,7,73.2788,7.486063402,0.0134856
7.91,7.9,7.92,12.7,1,7,99.9958,37.99656472,0.0018688
7.08,7.08,7.08,12.7,2,5,100.0277,58.7258713,0.0058184
74.22,74.22,74.22,572.49,3,5,98.1489,58.23796428,50.478588
10.69,10.69,10.69,12.7,1,5,100.0187,63.96623378,0.0016584
10.67,5.33,15.69,12.7,2,12,74.7934,6.2571922,0.0034016
8.97,8.58,9.36,12.7,1,10,99.9916,41.21790744,0.0017088
11.68666667,5.56,15.17,12.7,2,11,51.2884,13.36422345,0.0082288
12.16,10.52,13.16,12.7,1,9,87.5874,21.72733847,0.0017168
6.18,6.18,6.18,12.7,2,2,99.494,52.88205912,0.0094048
11.36,9.94,12.61,12.7,1,10,26.0903,67.39226125,0.0016504
7.42,6.33,8.21,12.7,2,9,99.186,72.22546865,0.0103344
20.72333333,18.18,25.3,12.7,1,12,0.171,4.703221884,0.0016512
14.835,14.35,15.32,12.7,2,7,99.1688,49.69132438,0.0111096
26.98,19.31,30.96,12.7,1,20,39.1393,53.14825509,0.00172
15.7525,13.1,18.5,12.7,2,15,98.3905,57.49321101,0.020036
79.17,79.17,79.17,572.49,3,5,41.3979,50.95744678,0.0083192
110.87,110.87,110.87,894.56,4,5,40.5264,29.84600788,0.0023152
18.22,13.98,21.32,12.7,1,14,99.9937,31.79709465,0.001724
5.42,5.42,5.42,12.7,2,3,62.5744,7.620379308,0.0123872
72.57,72.57,72.57,572.49,3,2,0.794,5.771671818,0.0021704
21.0025,18.74,22.69,12.7,1,16,75.2906,15.60111596,0.0017368
8.41,8.41,8.41,12.7,2,5,99.1337,43.92132567,0.0157024
102.58,102.58,102.58,894.56,4,3,99.9917,70.65356166,0.0018736
10.24,9.73,10.75,12.7,1,7,39.4699,35.00347784,0.0016408
9.975,9.56,10.39,12.7,2,10,99.9854,33.03546319,0.0056104
74.7,74.7,74.7,572.49,3,2,35.5107,7.228134544,0.0024536
106.18,106.18,106.18,894.56,4,3,39.8321,7.835447146,0.0023808
10.89,10.15,11.63,12.7,1,8,100.0521,50.14025789,0.00178
5.74,5.74,5.74,12.7,2,2,60.5868,7.050145671,0.0075696
77.56,77.56,77.56,572.49,3,7,0.8666,6.469405917,0.0020136
22.882,7.94,31.59,12.7,1,19,99.9917,28.51345337,0.0017992
7.02,7.02,7.02,12.7,2,4,98.6148,60.59148207,0.0193488
103.65,103.65,103.65,894.56,4,5,99.9938,22.1226834,0.0017976
12.22333333,7.63,17.13,12.7,1,12,28.8388,15.65352352,0.0016536
7.66,7.66,7.66,12.7,2,7,78.7947,17.49861415,0.0112216
73.98,73.98,73.98,572.49,3,1,34.0019,6.537929419,0.0022096
16.398,7.27,23.32,12.7,1,20,100.0313,48.03295722,0.0016192
10.88333333,6.81,17.71,12.7,2,14,62.5461,8.846962293,0.01264
73.54,73.54,73.54,572.49,3,4,3.1347,7.958863263,0.0082376
107.82,107.82,107.82,894.56,4,5,99.9854,38.27658841,0.0024632
9.005,7.27,10.74,12.7,1,7,99.9938,57.76016971,0.001756
6.68,6.68,6.68,12.7,2,4,99.7002,60.49894459,0.0079208
72.69,72.69,72.69,572.49,3,6,99.9938,64.93710231,0.0020552
14.78666667,14.35,15.07,12.7,1,12,20.7447,6.05905225,0.0017048
5.93,5.93,5.93,12.7,2,4,52.9353,11.04702189,0.0122456
75.87,75.87,75.87,572.49,3,3,41.6811,6.543243989,0.0020464
109.18,109.18,109.18,894.56,4,5,39.5196,22.17979041,0.0022728
19.51,19.19,20.06,12.7,1,13,99.9979,57.83742781,0.001716
9.7,8.78,10.62,12.7,2,10,60.5507,7.687229704,0.0133536
73.32,73.32,73.32,572.49,3,5,1.2144,6.553528665,0.00288
107.68,107.68,107.68,894.56,4,5,99.9917,35.16685165,0.0023792
18.22,14.51,21.47,12.7,1,16,100.0521,70.73177933,0.0016992
10.47,10.43,10.51,12.7,2,7,98.9172,31.14805284,0.0140712
74.01,74.01,74.01,572.49,3,5,99.9812,29.47135533,0.0024792
108.28,108.28,108.28,894.56,4,3,60.3017,5.739021662,0.00188
11.8675,8.88,18.21,12.7,1,17,99.9918,44.76159357,0.0016728
72.59,72.59,72.59,572.49,3,5,0.1938,5.901116035,0.0016072
18.4325,15.32,21.65,12.7,1,15,99.9938,38.36110483,0.0017848
7.93,7.93,7.93,12.7,2,4,99.0482,34.32840448,0.0159648
76.705,76.07,77.34,572.49,3,8,99.9854,32.56989705,0.0020408
103.67,103.67,103.67,894.56,4,4,99.9854,25.55373018,0.0024256
20.5,17.54,26.56,12.7,1,20,38.847,37.1556325,0.0016192
9.23,9.22,9.24,12.7,2,8,98.7047,44.7453054,0.0200824
77.73,77.73,77.73,572.49,3,7,39.9801,24.94442461,0.002732
108.24,108.24,108.24,894.56,4,3,38.9776,33.52088515,0.002396
15.62,14.69,17.01,12.7,1,12,99.9937,38.46186021,0.0016288
8.735,7.55,9.92,12.7,2,11,60.6225,7.751595048,0.0123352
74.42,74.42,74.42,572.49,3,4,1.1939,5.942796039,0.0029848
105.68,105.68,105.68,894.56,4,3,99.9792,15.82139995,0.0023784
7.36,7.36,7.36,12.7,1,4,99.9937,67.60255582,0.0019056
6.09,6.09,6.09,12.7,2,2,100.1416,55.19803046,0.0033432
78.285,77.84,78.73,572.49,3,9,99.6918,55.26313394,0.002056
102.49,102.49,102.49,894.56,4,4,39.0251,16.43235402,0.0058952
14.1525,7.71,17.1,12.7,1,16,38.3687,23.48518158,0.0016784
76.1,76.1,76.1,572.49,3,2,40.0526,5.950989334,0.0015224
108.72,108.72,108.72,894.56,4,3,40.1737,42.58448997,0.002344
11.5975,6.48,26.28,12.7,1,17,100.3061,35.13085528,0.0016384
15.00666667,10.01,19.33,12.7,2,15,62.8372,8.347884838,0.0158352
75.52,74.88,76.16,572.49,3,7,2.3757,8.092637869,0.0108376
7.04,7.04,7.04,12.7,1,5,99.9917,41.6134,0.0017008
7.61,7.61,7.61,12.7,2,5,100.1437,22.93947862,0.0049656
87.21,86.87,87.55,572.49,3,10,99.9729,23.04375244,0.0021064
7.75,7.75,7.75,12.7,1,6,40.6898,51.37200782,0.0017
6.2,6.2,6.2,12.7,2,5,99.9833,51.98406909,0.005052
87.215,87.21,87.22,572.49,3,6,40.8496,6.689640698,0.0020912
101.23,101.23,101.23,894.56,4,3,11.1964,9.960167793,0.0047144
13.13,12.21,14.05,12.7,1,10,75.1822,9.383389362,0.0017376
76.08,75.86,76.3,572.49,3,7,0.1877,5.942476181,0.0015976
8.63,8.45,8.81,12.7,1,7,99.9937,71.04041804,0.0017472
8.36,8.25,8.47,12.7,2,7,100.1022,33.41609463,0.0074904
84.475,83.85,85.1,572.49,3,8,99.9896,33.63438566,0.0022424
106.09,106.09,106.09,894.56,4,5,99.9917,19.28711446,0.003548
9.82,9.61,10.03,12.7,1,9,40.4411,28.25247355,0.0017184
10,9.38,10.45,12.7,2,11,99.8876,36.63416496,0.0078768
79.19,79.19,79.19,572.49,3,7,39.791,8.326724978,0.0031088
108.56,108.56,108.56,894.56,4,3,40.4701,57.12111732,0.0023592
15.895,6.23,20.99,12.7,1,15,100.0812,63.60412952,0.001744
13.525,12.06,14.99,12.7,2,11,61.8101,8.538717255,0.015444
79.89,79.51,80.27,572.49,3,7,1.2498,7.558252973,0.0043976
106.7,106.7,106.7,894.56,4,4,100.0374,54.91999973,0.0026616
13.694,7.66,22.98,12.7,1,19,99.9916,22.45828862,0.001652
7.19,7.19,7.19,12.7,2,4,98.0969,62.35259758,0.0169816
84.595,84.16,85.03,572.49,3,9,99.9833,68.41962169,0.0020192
103.56,103.56,103.56,894.56,4,5,99.9833,35.36130093,0.0025776
16.464,7.8,23.88,12.7,1,19,40.2694,28.88434143,0.0017424
7.71,7.71,7.71,12.7,2,4,98.1594,31.86898897,0.0142792
110.35,110.35,110.35,894.56,4,3,40.2373,23.71843213,0.0018272
10.03,10.03,10.03,12.7,1,5,100.1333,70.99701572,0.0016848
15.4,14.43,16.89,12.7,2,13,100.5976,26.30827604,0.0039664
82.13,81.77,82.49,572.49,3,9,100.0084,27.87186671,0.0052776
103.47,103.47,103.47,894.56,4,4,99.9875,28.89064018,0.0025352
7.13,7.13,7.13,12.7,1,3,41.0192,36.66150054,0.0016296
7.6,7.6,7.6,12.7,2,7,99.9937,42.58699963,0.0027896
97.21666667,96.02,98.92,572.49,3,10,39.3035,6.881457294,0.0020736
107.76,107.76,107.76,894.56,4,5,40.7153,58.8042612,0.004736
8.24,7.63,8.85,12.7,1,8,99.9938,19.27663294,0.0016848
12.7,12.53,12.87,12.7,2,9,60.7555,7.39852063,0.0072288
72.77,72.77,72.77,572.49,3,4,1.1577,7.60630554,0.0030256
13.858,6.66,23.66,12.7,1,14,36.338,22.35576172,0.0017304
87.015,86.64,87.39,572.49,3,7,41.8098,6.974093195,0.0020616
10.704,7.92,12.48,12.7,1,15,99.9938,54.9132581,0.0016832
9.623333333,9.3,9.95,12.7,2,8,62.5018,9.256750057,0.0172208
11.04333333,9.31,13.01,12.7,1,5,99.9917,70.89077354,0.0017864
