AverageTime,minimum,maximum,imagesize,vmType,noVMreq,CPUUtilization,MemoryUtilization,NetworkUtil
12.215,11,13.43,12.7,1,9,86.5951,18.58746121,19.4953656
6.61,6.61,6.61,12.7,2,4,88.416,6.755802169,0.0076168
73.22,73.22,73.22,572.49,3,3,0.7628,6.296190315,0.0020864
103.47,103.47,103.47,894.56,4,5,51.0875,10.88310678,0.003928
16.46333333,14.81,17.33,12.7,1,14,86.8625,12.21123249,19.14148
8.31,8.31,8.31,12.7,2,5,97.6473,43.11375713,0.0114336
87.58333333,84.9,89.21,572.49,3,10,99.9874,42.0666885,0.0020408
9.575,9.25,9.9,12.7,1,7,2.3489,42.35657859,18.9212696
8.71,6.29,11.13,12.7,2,7,100.0064,49.00050415,0.0068464
79.08,79.08,79.08,572.49,3,5,3.8907,7.073864398,0.0023936
7.455,6.13,8.78,12.7,1,7,98.1947,21.93098982,18.6295352
10.51,6.41,16.57,12.7,2,11,99.9042,6.785450578,0.0063032
74.9,74.9,74.9,572.49,3,6,1.494,7.711120663,0.00376
12.56333333,11.63,13.68,12.7,2,11,96.9915,34.70059659,0.001844
74.26,74.26,74.26,572.49,3,4,99.9709,36.97523238,0.0022288
101.05,101.05,101.05,894.56,4,5,99.9939,72.56437088,0.0028928
17.87,15.19,19.91,12.7,1,14,4.82,44.6290738,18.2693952
17.65666667,16.48,19.23,12.7,2,12,99.2922,46.43206614,0.0115272
76.82,76.82,76.82,572.49,3,4,4.6324,17.24309653,0.005616
108.85,108.85,108.85,894.56,4,3,3.6847,67.2927607,0.0022768
16.036,7.84,25.36,12.7,1,20,98.4862,28.41053279,19.4347744
77.20333333,72.75,79.51,572.49,3,10,0.1105,5.608691683,0.0016784
18.678,13.98,21.36,12.7,1,19,98.001,41.39026189,19.6282632
80.36,79.77,80.95,572.49,3,5,99.9917,44.54881395,0.0017344
21.0625,16.38,26.13,12.7,1,17,3.4765,70.53634587,19.1024272
9.26,7.5,11.02,12.7,2,12,98.6007,73.01217258,0.0121768
79.09,79.09,79.09,572.49,3,6,5.3861,38.14522504,0.0077432
14.45666667,10.15,17.32,12.7,1,14,75.1989,12.27215321,18.6512224
6.4,6.4,6.4,12.7,2,3,79.1255,7.518418305,0.013204
72.95,72.95,72.95,572.49,3,4,0.7111,6.368207654,0.0021208
106.38,106.38,106.38,894.56,4,3,100.1854,47.90154465,0.0022992
12.90666667,11.92,13.55,12.7,1,11,98.1967,54.41130192,18.4005528
13.46,12.51,14.41,12.7,2,9,95.9465,58.69826506,0.011704
74.83,74.83,74.83,572.49,3,4,100.152,65.42889684,0.0038408
14.12333333,12.94,14.73,12.7,1,11,3.597,67.28557618,18.3378688
9.796666667,9.32,10.35,12.7,2,9,99.1587,69.04408362,0.013336
85.695,84.03,87.36,572.49,3,9,5.1788,49.21463701,0.0028248
103.24,103.24,103.24,894.56,4,5,5.8438,8.599908619,0.0023192
9.07,9.07,9.07,12.7,1,5,98.3384,47.80543951,18.3869592
74.08,74.08,74.08,572.49,3,4,0.2147,5.648969232,0.0017496
110.74,110.74,110.74,894.56,4,5,100.502,58.39577748,0.0041408
6.14,6.14,6.14,12.7,1,5,98.282,18.81089457,18.7190152
6.65,6.65,6.65,12.7,2,3,96.0252,45.30104699,0.0028552
89.415,89.09,89.74,572.49,3,10,99.671,45.38051949,0.0021144
102.91,102.91,102.91,894.56,4,3,99.9771,32.38341963,0.0049984
17.77,11.85,27.06,12.7,1,15,4.7868,70.67671448,19.1784416
6.515,6.31,6.72,12.7,2,5,99.2672,73.06610562,0.0164208
74.57,74.57,74.57,572.49,3,4,5.4376,7.156141809,0.0022208
109.28,109.28,109.28,894.56,4,5,3.9233,31.61113392,0.0021968
7.06,7.06,7.06,12.7,1,6,74.2958,15.56689112,19.4280336
8.075,7.02,9.13,12.7,2,8,75.9609,6.372390417,0.0052528
6.41,6.41,6.41,12.7,1,3,98.3508,67.29866577,18.5362176
77.865,76.23,79.5,572.49,3,9,100.0645,38.22804375,0.0017168
103.72,103.72,103.72,894.56,4,5,99.9625,64.89997414,0.0061936
7.11,7.11,7.11,12.7,2,4,99.9937,28.54964657,0.0017704
109.42,109.42,109.42,894.56,4,3,100.2773,5.761928441,0.0018064
8,8,8,12.7,1,4,98.3633,57.61807879,18.4633088
5.38,5.38,5.38,12.7,2,4,99.9916,6.388211104,0.0027136
74.06,74.06,74.06,572.49,3,6,1.721,6.499300371,0.0019656
11.85666667,6.3,16.22,12.7,1,11,86.1824,25.20843078,18.7932328
6.66,6.66,6.66,12.7,2,5,95.972,36.89133108,0.012308
76.955,76.04,77.87,572.49,3,7,99.9854,35.7579991,0.0021376
89,88.45,89.55,572.49,3,6,99.9896,5.665700284,0.0017736
107.03,107.03,107.03,894.56,4,3,5.957,9.795416134,0.0061352
8.34,7.71,8.97,12.7,1,9,98.4237,35.05025098,18.949896
5.49,5.49,5.49,12.7,2,3,99.8563,6.998230199,0.006916
13.4575,5.93,18.71,12.7,1,17,87.2633,18.69392483,18.2223304
14.41666667,13.59,14.86,12.7,2,11,96.0979,24.51551916,0.0153384
17.76,13.32,24.78,12.7,1,14,3.7189,44.70047602,18.1089448
11.55,11.44,11.66,12.7,2,10,99.013,46.65749247,0.0135288
85.695,84.01,87.38,572.49,3,8,3.749,24.02274045,0.0025128
106.49,106.49,106.49,894.56,4,3,4.7334,27.37052564,0.0023216
12.51666667,11.08,13.79,12.7,1,12,98.8422,64.21107305,18.3583304
8.025,7.56,8.49,12.7,2,8,99.7585,7.586203673,0.0107312
71.61,71.61,71.61,572.49,3,3,0.9262,7.164950217,0.0022064
12.30333333,11.62,12.76,12.7,1,12,3.739,51.086891,18.73596
6.28,6.28,6.28,12.7,2,3,99.1005,53.05675099,0.010664
74.01,74.01,74.01,572.49,3,4,4.3127,6.520829299,0.0024
22.55,19.58,24.77,12.7,1,12,100.531,69.64261242,0.0016328
6.23,6.08,6.38,12.7,2,6,98.188,7.484808573,0.0093408
75.31,75.31,75.31,572.49,3,7,0.9622,7.12747758,0.002584
106.35,106.35,106.35,894.56,4,3,100.5623,57.71637372,0.0021976
18.91,12.97,22.3,12.7,1,18,74.2693,15.5415731,32.8542568
10.275,9.38,11.17,12.7,2,9,98.5892,64.86132049,0.015152
73.35,73.35,73.35,572.49,3,3,100.227,62.31133585,0.0031776
21.8,14.1,26.8,12.7,1,20,1.4844,19.39635839,33.6640096
6.28,6.28,6.28,12.7,2,3,98.3342,34.86935878,0.0192336
78.19,78.19,78.19,572.49,3,2,1.7673,56.46713,0.0021504
107.71,107.71,107.71,894.56,4,3,2.2427,26.46631067,0.0020504
20.65,16.22,24.05,12.7,1,15,98.2404,22.1561455,33.2942576
10.01666667,8.46,11.3,12.7,2,9,97.7639,8.264549434,0.014824
82.72,79.13,86.31,572.49,3,10,1.5536,6.515440916,0.002848
106.73,106.73,106.73,894.56,4,4,99.9438,57.68962864,0.0023456
10.39,9.04,11.74,12.7,1,9,98.5173,25.37512619,33.4111424
14.89666667,13.92,15.76,12.7,2,12,100.2333,50.33625725,0.0079104
73.84,73.84,73.84,572.49,3,5,99.9875,53.34853563,0.0033504
103.51,103.51,103.51,894.56,4,5,99.9896,44.8193157,0.0022392
17.57,12.33,20.47,12.7,1,14,1.3347,20.18070029,33.2850752
13.90333333,10.93,16.61,12.7,2,12,99.3378,30.47507085,0.0113976
73.91,73.91,73.91,572.49,3,5,3.08,13.48333378,0.0043712
105.83,105.83,105.83,894.56,4,5,1.1059,47.9922614,0.0023592
9.02,8.2,9.84,12.7,2,9,99.975,5.829861435,0.0017448
9.66,8.9,10.42,12.7,1,9,98.2883,57.54586461,31.216048
75.35,75.35,75.35,572.49,3,3,99.9958,48.00677804,0.0016648
103.52,103.52,103.52,894.56,4,5,100.0791,62.99824398,0.0031632
8.995,8.91,9.08,12.7,1,7,1.2481,18.88928447,33.9672568
11.33666667,9.98,13.45,12.7,2,10,99.9688,33.01354059,0.0046096
108.59,108.59,108.59,894.56,4,4,1.4759,5.822824551,0.0017096
14.85,12.14,17.01,12.7,1,13,98.6402,35.0421561,31.5849464
15.99,15.18,16.63,12.7,2,12,98.1497,7.633468896,0.0109408
14.29,9.33,18.92,12.7,1,17,98.6132,22.05056764,32.6476096
6.96,6.96,6.96,12.7,2,7,98.5748,61.25417938,0.00996
102.47,102.47,102.47,894.56,4,3,99.9958,38.37599055,0.0017768
23.416,16.01,28.87,12.7,1,20,2.9773,29.33792519,32.3323928
88.29,88.26,88.32,572.49,3,9,0.7525,18.01255272,0.0016728
105.91,105.91,105.91,894.56,4,3,2.0123,54.61647876,0.0025552
18.37,16.52,21.83,12.7,1,17,74.2341,22.06382946,32.4788768
9.586666667,6.99,11.16,12.7,2,10,80.084,8.247277083,0.016516
107.32,107.32,107.32,894.56,4,5,99.9938,28.68073929,0.001788
14.29666667,12.91,15.03,12.7,1,12,98.43,51.37835578,32.9785024
8.98,8.98,8.98,12.7,2,6,99.2115,54.7932128,0.011448
72.08,72.08,72.08,572.49,3,4,99.9979,59.5803606,0.0022368
102.96,102.96,102.96,894.56,4,4,38.5208,12.58871456,0.0022416
13.22,7.15,18.28,12.7,1,12,0.9932,54.81343769,31.1320728
7.37,6.92,7.82,12.7,2,6,99.4837,56.64297828,0.0108264
74.77,74.77,74.77,572.49,3,1,1.5306,7.562214296,0.0022464
107.05,107.05,107.05,894.56,4,4,2.0925,25.1887964,0.002156
10.5,8.97,12.03,12.7,1,9,86.9466,19.10723104,31.1366424
10.87666667,9.66,11.52,12.7,2,9,87.6933,7.260218798,0.0078936
74.02,73.58,74.46,572.49,3,8,1.5977,8.201611151,0.0024264
107.45,107.45,107.45,894.56,4,4,99.9687,51.52423579,0.00226
14.68333333,12.51,15.9,12.7,1,12,86.4299,15.90736804,32.41724
7.54,7.54,7.54,12.7,2,6,100.1263,40.32737257,0.0118872
73.73,73.73,73.73,572.49,3,3,99.9438,39.24083833,0.0022176
16.462,8.05,22.27,12.7,1,20,1.4264,43.38034677,32.3740272
10.84,6.27,18.34,12.7,2,11,98.0948,60.86210685,0.0194216
77,77,77,572.49,3,5,3.732,59.75950588,0.007144
6.21,6.21,6.21,12.7,1,5,98.8046,44.76530885,32.2258072
5.21,5.21,5.21,12.7,2,4,98.6213,6.713851515,0.004688
74.685,72.97,76.4,572.49,3,9,1.0789,6.774255536,0.0024616
108.45,108.45,108.45,894.56,4,4,99.9916,45.74594536,0.004204
16.6175,10.28,22.17,12.7,1,18,98.4383,28.91216911,32.1792176
10.595,6.69,14.5,12.7,2,8,98.9462,21.68666725,0.0150936
17.812,6.58,26.99,12.7,1,19,2.9569,67.64635181,32.136756
8.105,7.71,8.5,12.7,2,9,98.2198,70.80578963,0.0195784
74.95,74.95,74.95,572.49,3,2,1.8309,72.40805856,0.0041144
107.91,107.91,107.91,894.56,4,5,2.6203,47.51887103,0.0021776
7.36,7.36,7.36,12.7,1,4,98.255,28.94075953,32.084768
15.075,13.73,16.49,12.7,2,15,99.975,6.72949997,0.0031648
72.58,72.58,72.58,572.49,3,4,1.9924,8.979580489,0.0057872
106.68,106.68,106.68,894.56,4,5,75.8924,12.73171585,0.0022488
11.08,9.98,13.62,12.7,1,20,98.3487,54.73876307,31.266116
14.27,13.75,15.29,12.7,2,13,98.4723,43.95230272,0.0178104
76.615,75.37,77.86,572.49,3,8,99.8126,47.23594401,0.0083504
104.44,104.44,104.44,894.56,4,4,100.1103,64.52426359,0.0023688
17.4125,14.12,20.11,12.7,1,15,1.7805,17.46347894,31.9389144
13.30666667,10.17,15.09,12.7,2,11,99.1294,41.03649855,0.0156704
99.01,94.56,102.75,572.49,3,10,2.3098,36.88163691,0.0044448
14.16,12.82,16.29,12.7,1,13,98.7484,51.63655528,33.9110784
8.57,6.55,10.48,12.7,2,9,97.61,7.976283241,0.0130272
76.945,76.33,77.56,572.49,3,6,1.4334,8.234925629,0.0037672
106.63,106.63,106.63,894.56,4,4,99.9896,28.94715669,0.0024592
9.7775,6.46,13.24,12.7,1,16,1.4727,58.82094305,31.3812984
76.81,76.81,76.81,572.49,3,2,0.884,6.154493063,0.0016512
109.14,109.14,109.14,894.56,4,3,2.3504,20.63772867,0.002156
11.51666667,9.49,14.61,12.7,1,11,98.8006,22.37310788,32.6342176
8.335,7.07,9.6,12.7,2,8,99.8501,48.65264588,0.011208
73.19,73.19,73.19,572.49,3,5,99.9938,59.42638571,0.002356
102.66,102.66,102.66,894.56,4,3,88.2734,22.41166312,0.0023536
8.26,8.26,8.26,12.7,1,5,1.7961,19.87304576,33.2189904
8.06,6.1,10.02,12.7,2,8,99.9708,29.45841337,0.0046024
109.19,109.19,109.19,894.56,4,3,3.1873,6.169304965,0.0017904
9.34,6.09,12.44,12.7,1,16,98.3655,43.00158527,32.7335984
8.165,7.32,9.01,12.7,2,8,97.3789,8.579831356,0.0165296
71.98,71.98,71.98,572.49,3,4,0.9828,6.939892956,0.0025576
9.895,9.38,10.41,12.7,1,9,98.4195,28.99587358,30.0953312
11.105,10.62,11.59,12.7,2,10,99.3841,72.89512902,0.007808
73.61,73.53,73.69,572.49,3,10,100.1416,65.9537352,0.0022272
102.78,102.78,102.78,894.56,4,3,100.1395,64.59064651,0.0022608
10.9425,9.29,12.62,12.7,1,7,0.3398,4.685408234,0.0018672
71.56,71.56,71.56,572.49,3,5,1.4655,7.625004952,0.0064192
104.72,104.72,104.72,894.56,4,4,1.1293,5.513275475,0.0022016
17.13666667,15.78,18.04,12.7,1,14,0.173,5.496175355,0.001836
75.43,75.04,75.82,572.49,3,6,0.1772,5.502843172,0.0015792
102.29,102.29,102.29,894.56,4,5,1.3636,5.537732337,0.002428
9.305,8.72,9.89,12.7,1,9,0.1834,5.504639299,0.0016488
13.64666667,12.33,15.26,12.7,2,12,1.0858,6.714540441,0.007924
102.62,102.62,102.62,894.56,4,4,0.1876,5.525282466,0.0017528
14.156,7.38,23.02,12.7,1,19,0.1856,5.532959066,0.0016072
14.09333333,12.63,14.98,12.7,2,12,5.4696,8.551142522,0.017616
13.63666667,12.28,15.51,12.7,1,13,0.173,5.432228288,0.0018168
71.83,71.83,71.83,572.49,3,5,0.1793,5.552495031,0.001596
102.58,102.58,102.58,894.56,4,4,0.9661,7.528875213,0.0031576
18.43,12.43,24.4,12.7,1,20,0.1792,5.556702398,0.0017776
15.005,12.63,16.96,12.7,2,15,6.2735,8.538668046,0.019648
80.25,73.35,85.48,572.49,3,10,2.1485,8.503336,0.009216
101.5,101.5,101.5,894.56,4,5,1.6721,5.613046678,0.00232
19.958,15.14,25.53,12.7,1,20,0.1876,5.579412341,0.00168
5.14,5.14,5.14,12.7,2,2,6.4062,8.651578046,0.0107072
71.24,71.24,71.24,572.49,3,5,0.6049,6.298232487,0.002148
102.67,102.67,102.67,894.56,4,4,0.8866,5.597225991,0.0023736
14.83,5.54,21.7,12.7,1,19,0.1814,5.584234821,0.001656
10.05666667,6.05,17.96,12.7,2,15,5.9824,8.618435799,0.0174896
78.025,77.5,78.55,572.49,3,5,2.8346,7.762396418,0.0086264
6.27,6.27,6.27,12.7,1,3,0.1855,5.600719829,0.0017712
5.2,5.2,5.2,12.7,2,4,0.634,6.195804,0.0025
19.9,19,21.34,12.7,1,13,0.1667,5.491771152,0.0016672
8.645,7.47,9.82,12.7,2,9,2.7097,7.420320208,0.0128576
72.32,72.32,72.32,572.49,3,6,0.863,7.039565741,0.0023408
101.53,101.53,101.53,894.56,4,3,0.8929,5.621215368,0.0022888
6.32,6.32,6.32,12.7,1,3,0.1793,5.618730315,0.0017336
5.91,5.91,5.91,12.7,2,4,0.6361,6.234900533,0.0029528
19.195,16.13,21.3,12.7,1,16,0.1709,5.497233348,0.0016416
5.36,5.36,5.36,12.7,2,2,3.773,8.034325231,0.0162384
72.86,72.64,73.08,572.49,3,9,0.8,6.328791263,0.0022288
8.96,7.8,10.12,12.7,1,9,0.173,5.617869158,0.0016216
11.8,9.71,13.89,12.7,2,10,1.0402,6.831633204,0.0078184
78.84,78.72,78.96,572.49,3,6,0.9541,7.05090841,0.0026544
102.34,102.34,102.34,894.56,4,4,1.5739,5.639668735,0.0024296
9.28,9.24,9.32,12.7,1,7,0.1897,5.619345427,0.0017624
12.83333333,11.43,13.61,12.7,2,12,0.8719,6.802870557,0.0049144
76.4,76.4,76.4,572.49,3,4,1.4393,7.787419183,0.002572
16.5,8.05,22.28,12.7,1,18,0.1835,5.618877942,0.0017296
15.225,13.71,18.62,12.7,2,14,5.1015,8.038089717,0.0164056
73.05,72.55,73.55,572.49,3,9,2.2283,8.472137508,0.0078312
9.08,7.88,10.28,12.7,1,7,0.1793,5.634255747,0.0017656
11.355,9.78,12.93,12.7,2,11,1.0256,6.874469619,0.0074384
101.39,101.39,101.39,894.56,4,3,0.1835,5.629679312,0.001748
14.71333333,10.81,18.6,12.7,1,13,0.1688,5.533057484,0.001644
14.8875,12.99,19.7,12.7,2,13,3.1112,7.477574854,0.012448
102,102,102,894.56,4,4,1.3834,5.72393911,0.0024296
12.1,11.45,12.55,12.7,2,11,0.1876,5.693429543,0.0018176
82.87,82.7,83.04,572.49,3,7,1.4705,7.931232422,0.0024064
7.34,7.34,7.34,12.7,1,4,0.173,5.699556061,0.0017656
6.255,5.62,6.89,12.7,2,7,0.6193,6.309107671,0.0028792
75.96666667,74.11,78.12,572.49,3,10,0.9424,7.174349131,0.00212
10.5725,6.87,14.76,12.7,1,15,0.1709,5.707946192,0.0015208
8.07,8.07,8.07,12.7,1,3,0.1709,5.59848082,0.0016056
77.325,76.44,78.21,572.49,3,9,0.2376,5.714860053,0.0016416
103.28,103.28,103.28,894.56,4,3,1.645,9.652906934,0.0055304
13.17,12.6,13.64,12.7,1,13,0.1814,5.70514128,0.0017392
8.55,6.87,10.23,12.7,2,8,2.0873,7.499940334,0.0128272
74.895,74.45,75.34,572.49,3,7,0.9649,7.173118907,0.0021152
104.04,104.04,104.04,894.56,4,3,1.3378,5.743647305,0.002208
12.86666667,9.77,15.09,12.7,1,13,0.1855,5.723643856,0.0015288
6.94,6.6,7.28,12.7,2,7,3.1678,7.520608105,0.0119856
75.37,75.37,75.37,572.49,3,4,0.9389,7.204194376,0.002112
101.42,101.42,101.42,894.56,4,4,0.757,5.751963623,0.002156
15.9,12.89,19.35,12.7,1,15,0.1814,5.731517292,0.0017512
8.525,7,10.05,12.7,2,8,4.373,8.115889112,0.016076
11.775,5.93,16.39,12.7,1,16,0.1772,5.60477957,0.0017648
84.445,84.15,84.74,572.49,3,9,0.1751,5.747141143,0.001624
102.46,102.46,102.46,894.56,4,5,1.5068,5.75375975,0.0025504
9.416666667,7.11,13.76,12.7,2,11,0.1793,5.752480317,0.0016576
73.03,72.84,73.22,572.49,3,10,1.5086,7.876167575,0.0027464
100.99,100.99,100.99,894.56,4,3,1.3962,5.751520742,0.0036512
17.82666667,16.07,20.64,12.7,1,14,0.1793,5.743967164,0.0016688
8.63,8.51,8.75,12.7,1,7,0.1667,5.626087057,0.0017688
6.13,6.13,6.13,12.7,2,6,0.955,6.942722472,0.0065376
71.63,71.63,71.63,572.49,3,2,0.632,6.461138809,0.0020872
101.17,101.17,101.17,894.56,4,4,0.8068,7.723718161,0.0034072
7.78,7.78,7.78,12.7,1,4,0.1793,5.741949596,0.00172
13.02333333,11.03,14.31,12.7,2,11,0.6508,6.349311406,0.0026032
76.83,76.83,76.83,572.49,3,6,1.3174,7.914575183,0.0017856
10.87,9.7,12.04,12.7,1,8,0.1793,5.743917955,0.0016416
9.03,8.79,9.27,12.7,2,6,0.9894,6.954852485,0.0076496
75.46,75.46,75.46,572.49,3,5,0.9123,7.185716405,0.0022264
105.87,105.87,105.87,894.56,4,5,1.0657,7.709496767,0.0032424
14.5425,5.75,23.8,12.7,1,15,0.1876,5.762371322,0.0017072
8.14,8,8.28,12.7,2,9,4.172,8.156019033,0.0157472
6.25,5.9,6.6,12.7,1,5,0.1751,5.641243422,0.0016384
13.915,11.19,15.13,12.7,2,13,1.0144,6.955369179,0.0041704
87.33333333,84.04,89.24,572.49,3,8,2.0107,8.61937077,0.0054464
101.76,101.76,101.76,894.56,4,4,2.1373,5.795562777,0.0022104
6.86,6.86,6.86,12.7,2,4,76.7577,4.73855393,0.001872
