12.575,14.742,12.7,2,15,98.703,53.846,0.01277,-2.1669,2.1669
75.75,80.937,572.49,3,7,90.877,15.57,0.004864,-5.1867,5.1867
17.703,17.297,12.7,1,16,99.127,19.148,48.783,0.40583,0.40583
7.16,6.4713,12.7,2,4,52.717,33.6,0.0086088,0.68873,0.68873
75.2,75.299,572.49,3,4,99.987,45.71,0.0021656,-0.098929,0.098929
13.813,17.297,12.7,1,19,51.491,6.0266,49.902,-3.4842,3.4842
12.333,12.885,12.7,2,12,98.678,24.853,0.010947,-0.55173,0.55173
10.125,8.3865,12.7,1,6,99.171,19.047,48.319,1.7385,1.7385
11.765,12.885,12.7,2,11,99.521,20.399,0.0021936,-1.1201,1.1201
77.96,75.299,572.49,3,4,100.38,46.497,0.0028344,2.6611,2.6611
109.27,107.49,894.56,4,5,100.43,32.087,0.004128,1.7792,1.7792
20.464,17.297,12.7,1,20,99.044,71.004,49.336,3.1673,3.1673
15.06,17.297,12.7,1,19,99.446,64.101,49.166,-2.2367,2.2367
6.3,6.4713,12.7,2,4,98.705,73.39,0.012475,-0.17127,0.17127
75.79,77.971,572.49,3,5,100.47,61.994,0.0021648,-2.1813,2.1813
106.37,107.49,894.56,4,5,100.17,41.949,0.0042824,-1.1208,1.1208
11.965,14.742,12.7,1,15,98.923,64.505,48.748,-2.7769,2.7769
11.56,11.448,12.7,2,10,53.729,53.055,0.0073112,0.11171,0.11171
77.21,75.299,572.49,3,3,99.981,59.459,0.0021904,1.9111,1.9111
106.37,104.91,894.56,4,4,99.971,51.658,0.0039016,1.4592,1.4592
9.245,8.3865,12.7,1,6,51.319,6.1237,49.313,0.85851,0.85851
16.503,14.742,12.7,2,15,99.811,43.026,0.0024648,1.7606,1.7606
94.325,82.318,572.49,3,10,50.597,9.0542,0.0036216,12.007,12.007
10.225,17.297,12.7,1,17,99.121,38.494,47.655,-7.0717,7.0717
103.92,104.91,894.56,4,5,99.99,25.631,0.001756,-0.99083,0.99083
5.82,7.8516,12.7,1,4,40.053,6.132,49.808,-2.0316,2.0316
9.03,9.6584,12.7,2,9,75.894,10.161,0.0021056,-0.62835,0.62835
92.41,82.654,572.49,3,10,37.948,7.5706,0.0034952,9.7558,9.7558
13.663,17.297,12.7,1,18,99.219,54.919,48.978,-3.6342,3.6342
15.788,14.742,12.7,1,15,99.053,54.813,49.738,1.0456,1.0456
6.17,6.4713,12.7,2,3,56.093,39.153,0.0085872,-0.30127,0.30127
74.905,82.406,572.49,3,8,99.985,49.117,0.0020752,-7.5008,7.5008
103.21,104.91,894.56,4,4,76.358,12.848,0.0060032,-1.7008,1.7008
7.65,8.3865,12.7,1,6,50.608,6.1645,49.15,-0.73649,0.73649
13.693,14.742,12.7,2,13,99.86,39.904,0.0025056,-1.0485,1.0485
81.835,86.274,572.49,3,8,51.328,8.3889,0.0033616,-4.4394,4.4394
107.89,106.87,894.56,4,4,51.965,6.2045,0.0062368,1.0217,1.0217
