103.58,105.36,894.56,4,4,99.987,35.33,0.002116,-1.7807,1.7807
21.662,17.384,12.7,1,20,73.005,34.797,96.772,4.2784,4.2784
6.12,7.5777,12.7,2,3,98.78,38.38,0.016746,-1.4577,1.4577
87.635,87.256,572.49,3,9,27.056,6.9395,0.0025088,0.37879,0.37879
105.68,105.36,894.56,4,4,72.814,10.151,0.0064032,0.31929,0.31929
12.303,14.314,12.7,1,11,98.103,41.87,96.421,-2.0105,2.0105
14.833,17.384,12.7,2,15,28.994,6.8088,0.0041592,-2.5511,2.5511
86.455,80.39,572.49,3,5,98.665,31.853,0.0030432,6.0652,6.0652
106.08,105.36,894.56,4,4,99.971,49.151,0.006348,0.71929,0.71929
8.68,7.5777,12.7,1,5,97.974,71.096,96.428,1.1023,1.1023
7.92,7.5777,12.7,2,4,51.419,17.15,0.0025736,0.34227,0.34227
73.15,75.271,572.49,3,1,50.74,16.649,0.0027488,-2.1208,2.1208
110.18,114.26,894.56,4,5,99.985,66.625,0.0040936,-4.0774,4.0774
8.79,7.5777,12.7,1,2,73.516,37.586,95.739,1.2123,1.2123
13.243,14.314,12.7,2,12,99.979,42.517,0.0027256,-1.0705,1.0705
75.22,75.271,572.49,3,2,27.126,8.3002,0.0027936,-0.050814,0.050814
107.81,105.36,894.56,4,4,27.574,8.1532,0.0040344,2.4493,2.4493
6.12,7.5777,12.7,1,2,98.44,63.843,97.774,-1.4577,1.4577
8.995,7.5777,12.7,2,6,27.186,65.25,0.0025648,1.4173,1.4173
105.85,105.36,894.56,4,1,100.43,51.61,0.0021056,0.48929,0.48929
17.427,14.314,12.7,1,14,98.42,71.027,98.101,3.1137,3.1137
17.04,7.5777,12.7,1,1,98.613,56.732,49.004,9.4623,9.4623
13.25,17.384,12.7,2,15,29.475,57.869,0.0027744,-4.1336,4.1336
81.4,75.271,572.49,3,3,98.59,21.297,0.002912,6.1292,6.1292
114.43,114.26,894.56,4,5,100.24,23.656,0.0044376,0.16763,0.16763
10.17,10.723,12.7,1,9,98.253,54.118,48.736,-0.55342,0.55342
6.53,7.5777,12.7,2,4,39.613,13.685,0.0031968,-1.0477,1.0477
73.42,75.271,572.49,3,3,38.217,12.604,0.002412,-1.8508,1.8508
104.3,114.26,894.56,4,5,99.987,33.334,0.0038368,-9.9574,9.9574
17.09,14.314,12.7,1,14,72.899,52.081,49.19,2.7762,2.7762
7.025,7.5777,12.7,2,5,99.877,65.592,0.0065272,-0.55273,0.55273
89.005,87.256,572.49,3,10,29.309,6.8332,0.0025224,1.7488,1.7488
106.82,105.36,894.56,4,2,72.679,9.4278,0.0064968,1.4593,1.4593
11.48,7.5777,12.7,1,7,90.723,15.26,49.474,3.9023,3.9023
11.165,7.5777,12.7,2,7,25.285,16.529,0.0029496,3.5873,3.5873
87.46,80.39,572.49,3,5,99.979,45.798,0.0023936,7.0702,7.0702
106.85,105.36,894.56,4,2,100.15,67.841,0.0064128,1.4893,1.4893
10.805,7.5777,12.7,1,7,98.584,67.093,48.822,3.2273,3.2273
12.003,14.314,12.7,2,11,88.339,13.331,0.0028096,-2.3105,2.3105
81.15,80.39,572.49,3,6,90.677,14.209,0.002924,0.76015,0.76015
101.74,105.36,894.56,4,2,99.985,25.756,0.0057752,-3.6207,3.6207
6.75,7.5777,12.7,1,2,71.443,47.031,49.522,-0.82773,0.82773
12.947,14.314,12.7,2,11,100.04,57.95,0.0025696,-1.3672,1.3672
77.21,75.271,572.49,3,4,29.471,7.5963,0.0029656,1.9392,1.9392
116.73,114.26,894.56,4,5,27.884,7.4126,0.0045352,2.4726,2.4726
16.677,14.314,12.7,1,14,98.719,37.926,49.796,2.3637,2.3637
16.403,14.314,12.7,2,12,29.298,7.3472,0.0080264,2.0895,2.0895
77.22,75.271,572.49,3,4,90.912,27.042,0.0032824,1.9492,1.9492
107.5,105.36,894.56,4,3,99.992,46.381,0.0044864,2.1393,2.1393
29.392,17.384,12.7,1,20,89.015,24.912,48.646,12.008,12.008
6.49,7.5777,12.7,2,2,99.932,47.424,0.015814,-1.0877,1.0877
75.175,87.256,572.49,3,10,99.579,45.144,0.0023936,-12.081,12.081
101.71,105.36,894.56,4,2,99.994,67.863,0.0058248,-3.6507,3.6507
19.314,17.384,12.7,1,19,47.865,12.028,49.684,1.9304,1.9304
5.53,7.5777,12.7,2,3,67.211,15.071,0.01391,-2.0477,2.0477
76.77,80.39,572.49,3,5,19.015,6.2468,0.0024784,-3.6198,3.6198
