18.78,18.596,12.7,2,15,98.703,53.846,0.01277,0.18414,0.18414
75.75,81.859,572.49,3,7,90.877,15.57,0.004864,-6.1087,6.1087
19.03,21.717,12.7,1,16,99.127,19.148,48.783,-2.6872,2.6872
7.16,7.1008,12.7,2,4,52.717,33.6,0.0086088,0.059209,0.059209
75.2,75.299,572.49,3,4,99.987,45.71,0.0021656,-0.098929,0.098929
23.14,21.717,12.7,1,19,51.491,6.0266,49.902,1.4228,1.4228
15.29,16.174,12.7,2,12,98.678,24.853,0.010947,-0.88394,0.88394
11.23,8.9923,12.7,1,6,99.171,19.047,48.319,2.2377,2.2377
13.27,13.204,12.7,2,11,99.521,20.399,0.0021936,0.065756,0.065756
77.96,75.299,572.49,3,4,100.38,46.497,0.0028344,2.6611,2.6611
109.27,106.44,894.56,4,5,100.43,32.087,0.004128,2.834,2.834
27.33,21.717,12.7,1,20,99.044,71.004,49.336,5.6128,5.6128
20.28,21.717,12.7,1,19,99.446,64.101,49.166,-1.4372,1.4372
6.3,7.1008,12.7,2,4,98.705,73.39,0.012475,-0.80079,0.80079
75.79,78.468,572.49,3,5,100.47,61.994,0.0021648,-2.6778,2.6778
106.37,106.44,894.56,4,5,100.17,41.949,0.0042824,-0.065993,0.065993
17.12,18.596,12.7,1,15,98.923,64.505,48.748,-1.4759,1.4759
12.54,13.204,12.7,2,10,53.729,53.055,0.0073112,-0.66424,0.66424
77.21,75.299,572.49,3,3,99.981,59.459,0.0021904,1.9111,1.9111
106.37,106.44,894.56,4,4,99.971,51.658,0.0039016,-0.065993,0.065993
9.9,8.9923,12.7,1,6,51.319,6.1237,49.313,0.9077,0.9077
17.91,18.596,12.7,2,15,99.811,43.026,0.0024648,-0.68586,0.68586
94.36,85.74,572.49,3,10,50.597,9.0542,0.0036216,8.6204,8.6204
12.62,21.717,12.7,1,17,99.121,38.494,47.655,-9.0972,9.0972
103.92,106.44,894.56,4,5,99.99,25.631,0.001756,-2.516,2.516
5.82,7.1008,12.7,1,4,40.053,6.132,49.808,-1.2808,1.2808
10.57,10.629,12.7,2,9,75.894,10.161,0.0021056,-0.059222,0.059222
93,85.74,572.49,3,10,37.948,7.5706,0.0034952,7.2604,7.2604
17.61,21.717,12.7,1,18,99.219,54.919,48.978,-4.1072,4.1072
17,18.596,12.7,1,15,99.053,54.813,49.738,-1.5959,1.5959
6.17,7.1008,12.7,2,3,56.093,39.153,0.0085872,-0.93079,0.93079
75.56,85.74,572.49,3,8,99.985,49.117,0.0020752,-10.18,10.18
